Datum Zeit,Plauen-Sued PM10
,µg/m³
31-03-06,12
30-03-06,19
29-03-06,18
28-03-06,34
27-03-06,16
26-03-06,15
25-03-06,33
24-03-06,48
23-03-06,59
22-03-06,56
21-03-06,73
20-03-06,60
19-03-06,38
18-03-06,49
17-03-06,53
16-03-06,62
15-03-06,51
14-03-06,43
13-03-06,28
12-03-06,23
11-03-06,26
10-03-06,17
09-03-06,17
08-03-06,32
07-03-06,20
06-03-06,26
05-03-06,39
04-03-06,38
03-03-06,30
02-03-06,28
01-03-06,20

