Datum Zeit,Zittau-Ost PM10
,µg/m³
31-03-06,7
30-03-06,16
29-03-06,15
28-03-06,20
27-03-06,22
26-03-06,25
25-03-06,49
24-03-06,42
23-03-06,40
22-03-06,39
21-03-06,42
20-03-06,24
19-03-06,51
18-03-06,42
17-03-06,49
16-03-06,70
15-03-06,48
14-03-06,38
13-03-06,27
12-03-06,40
11-03-06,60
10-03-06,23
09-03-06,26
08-03-06,44
07-03-06,24
06-03-06,24
05-03-06,38
04-03-06,31
03-03-06,31
02-03-06,28
01-03-06,36

