Datum Zeit,Borna PM10
,µg/m³
31-03-06,14
30-03-06,19
29-03-06,19
28-03-06,26
27-03-06,18
26-03-06,11
25-03-06,36
24-03-06,54
23-03-06,36
22-03-06,41
21-03-06,48
20-03-06,46
19-03-06,47
18-03-06,59
17-03-06,47
16-03-06,53
15-03-06,38
14-03-06,28
13-03-06,25
12-03-06,19
11-03-06,33
10-03-06,24
09-03-06,29
08-03-06,37
07-03-06,21
06-03-06,24
05-03-06,37
04-03-06,45
03-03-06,31
02-03-06,31
01-03-06,24

