Datum Zeit,Borna NO2
,µg/m³
01-04-06 00:00,16
31-03-06 23:00,22
31-03-06 22:00,27
31-03-06 21:00,34
31-03-06 20:00,29
31-03-06 19:00,38
31-03-06 18:00,36
31-03-06 17:00,41
31-03-06 16:00,45
31-03-06 15:00,30
31-03-06 14:00,36
31-03-06 13:00,44
31-03-06 12:00,48
31-03-06 11:00,42
31-03-06 10:00,49
31-03-06 09:00,55
31-03-06 08:00,48
31-03-06 07:00,80
31-03-06 06:00,66
31-03-06 05:00,45
31-03-06 04:00,27
31-03-06 03:00,25
31-03-06 02:00,16
31-03-06 01:00,16
31-03-06 00:00,13
30-03-06 23:00,17
30-03-06 22:00,20
30-03-06 21:00,29
30-03-06 20:00,40
30-03-06 19:00,45
30-03-06 18:00,42
30-03-06 17:00,51
30-03-06 16:00,56
30-03-06 15:00,55
30-03-06 14:00,52
30-03-06 13:00,42
30-03-06 12:00,45
30-03-06 11:00,41
30-03-06 10:00,40
30-03-06 09:00,47
30-03-06 08:00,46
30-03-06 07:00,60
30-03-06 06:00,51
30-03-06 05:00,33
30-03-06 04:00,28
30-03-06 03:00,25
30-03-06 02:00,18
30-03-06 01:00,19
30-03-06 00:00,20
29-03-06 23:00,29
29-03-06 22:00,33
29-03-06 21:00,31
29-03-06 20:00,48
29-03-06 19:00,47
29-03-06 18:00,26
29-03-06 17:00,33
29-03-06 16:00,38
29-03-06 15:00,42
29-03-06 14:00,40
29-03-06 13:00,44
29-03-06 12:00,40
29-03-06 11:00,38
29-03-06 10:00,41
29-03-06 09:00,44
29-03-06 08:00,57
29-03-06 07:00,52
29-03-06 06:00,43
29-03-06 05:00,31
29-03-06 04:00,44
29-03-06 03:00,42
29-03-06 02:00,35
29-03-06 01:00,25
29-03-06 00:00,22
28-03-06 23:00,33
28-03-06 22:00,37
28-03-06 21:00,51
28-03-06 20:00,76
28-03-06 19:00,81
28-03-06 18:00,60
28-03-06 17:00,49
28-03-06 16:00,46
28-03-06 15:00,51
28-03-06 14:00,46
28-03-06 13:00,42
28-03-06 12:00,47
28-03-06 11:00,51
28-03-06 10:00,49
28-03-06 09:00,54
28-03-06 08:00,53
28-03-06 07:00,63
28-03-06 06:00,51
28-03-06 05:00,29
28-03-06 04:00,30
28-03-06 03:00,30
28-03-06 02:00,16
28-03-06 01:00,11
28-03-06 00:00,10
27-03-06 23:00,16
27-03-06 22:00,18
27-03-06 21:00,21
27-03-06 20:00,31
27-03-06 19:00,48
27-03-06 18:00,38
27-03-06 17:00,37
27-03-06 16:00,43
27-03-06 15:00,47
27-03-06 14:00,42
27-03-06 13:00,42
27-03-06 12:00,45
