Datum Zeit,Dresden-Bergstraße PM10
,µg/m³
31-03-06,17
30-03-06,24
29-03-06,26
28-03-06,30
27-03-06,23
26-03-06,26
25-03-06,48
24-03-06,48
23-03-06,49
22-03-06,42
21-03-06,88
20-03-06,37
19-03-06,48
18-03-06,66
17-03-06,59
16-03-06,71
15-03-06,57
14-03-06,36
13-03-06,33
12-03-06,39
11-03-06,41
10-03-06,29
09-03-06,35
08-03-06,36
07-03-06,26
06-03-06,32
05-03-06,41
04-03-06,44
03-03-06,39
02-03-06,31
01-03-06,31

