Datum Zeit,Dresden-Bergstraße NO
,µg/m³
01-04-06 00:00,57
31-03-06 23:00,52
31-03-06 22:00,57
31-03-06 21:00,61
31-03-06 20:00,81
31-03-06 19:00,86
31-03-06 18:00,130
31-03-06 17:00,153
31-03-06 16:00,118
31-03-06 15:00,101
31-03-06 14:00,96
31-03-06 13:00,84
31-03-06 12:00,96
31-03-06 11:00,107
31-03-06 10:00,110
31-03-06 09:00,126
31-03-06 08:00,115
31-03-06 07:00,123
31-03-06 06:00,110
31-03-06 05:00,173
31-03-06 04:00,105
31-03-06 03:00,57
31-03-06 02:00,35
31-03-06 01:00,31
31-03-06 00:00,54
30-03-06 23:00,69
30-03-06 22:00,58
30-03-06 21:00,69
30-03-06 20:00,70
30-03-06 19:00,93
30-03-06 18:00,102
30-03-06 17:00,122
30-03-06 16:00,132
30-03-06 15:00,196
30-03-06 14:00,200
30-03-06 13:00,127
30-03-06 12:00,124
30-03-06 11:00,141
30-03-06 10:00,100
30-03-06 09:00,135
30-03-06 08:00,149
30-03-06 07:00,161
30-03-06 06:00,158
30-03-06 05:00,95
30-03-06 04:00,79
30-03-06 03:00,43
30-03-06 02:00,40
30-03-06 01:00,39
30-03-06 00:00,53
29-03-06 23:00,68
29-03-06 22:00,76
29-03-06 21:00,87
29-03-06 20:00,84
29-03-06 19:00,91
29-03-06 18:00,93
29-03-06 17:00,97
29-03-06 16:00,105
29-03-06 15:00,102
29-03-06 14:00,93
29-03-06 13:00,107
29-03-06 12:00,89
29-03-06 11:00,76
29-03-06 10:00,95
29-03-06 09:00,124
29-03-06 08:00,116
29-03-06 07:00,130
29-03-06 06:00,116
29-03-06 05:00,76
29-03-06 04:00,55
29-03-06 03:00,41
29-03-06 02:00,42
29-03-06 01:00,45
29-03-06 00:00,61
28-03-06 23:00,59
28-03-06 22:00,73
28-03-06 21:00,82
28-03-06 20:00,95
28-03-06 19:00,202
28-03-06 18:00,217
28-03-06 17:00,149
28-03-06 16:00,
28-03-06 15:00,
28-03-06 14:00,
28-03-06 13:00,
28-03-06 12:00,84
28-03-06 11:00,97
28-03-06 10:00,113
28-03-06 09:00,115
28-03-06 08:00,112
28-03-06 07:00,97
28-03-06 06:00,81
28-03-06 05:00,117
28-03-06 04:00,17
28-03-06 03:00,9
28-03-06 02:00,2
28-03-06 01:00,7
28-03-06 00:00,18
27-03-06 23:00,18
27-03-06 22:00,28
27-03-06 21:00,31
27-03-06 20:00,74
27-03-06 19:00,57
27-03-06 18:00,76
27-03-06 17:00,74
27-03-06 16:00,80
27-03-06 15:00,77
27-03-06 14:00,100
27-03-06 13:00,106
27-03-06 12:00,71
27-03-06 11:00,73
27-03-06 10:00,67
27-03-06 09:00,86
27-03-06 08:00,71
27-03-06 07:00,67
27-03-06 06:00,48
27-03-06 05:00,31
27-03-06 04:00,16
27-03-06 03:00,13
27-03-06 02:00,5
27-03-06 01:00,20
27-03-06 00:00,13
26-03-06 23:00,18
26-03-06 22:00,34
26-03-06 21:00,36
26-03-06 20:00,53
26-03-06 19:00,58
26-03-06 18:00,42
26-03-06 17:00,42
26-03-06 16:00,42
26-03-06 15:00,40
26-03-06 14:00,37
26-03-06 13:00,38
26-03-06 12:00,52
26-03-06 11:00,87
26-03-06 10:00,33
26-03-06 09:00,22
26-03-06 08:00,18
26-03-06 07:00,16
26-03-06 06:00,16
26-03-06 05:00,5
26-03-06 04:00,5
26-03-06 03:00,14
26-03-06 02:00,20
26-03-06 01:00,38
26-03-06 00:00,56
25-03-06 23:00,40
25-03-06 22:00,31
25-03-06 21:00,31
25-03-06 20:00,73
25-03-06 19:00,96
25-03-06 18:00,73
25-03-06 17:00,55
25-03-06 16:00,67
25-03-06 15:00,80
25-03-06 14:00,84
25-03-06 13:00,39
25-03-06 12:00,23
25-03-06 11:00,22
25-03-06 10:00,23
25-03-06 09:00,14
25-03-06 08:00,12
25-03-06 07:00,12
25-03-06 06:00,4
25-03-06 05:00,4
25-03-06 04:00,3
25-03-06 03:00,2
25-03-06 02:00,3
25-03-06 01:00,6
25-03-06 00:00,8
24-03-06 23:00,12
24-03-06 22:00,18
24-03-06 21:00,15
24-03-06 20:00,21
24-03-06 19:00,27
24-03-06 18:00,39
24-03-06 17:00,35
24-03-06 16:00,38
24-03-06 15:00,30
24-03-06 14:00,25
24-03-06 13:00,40
24-03-06 12:00,35
24-03-06 11:00,24
24-03-06 10:00,29
24-03-06 09:00,41
24-03-06 08:00,57
24-03-06 07:00,28
24-03-06 06:00,32
24-03-06 05:00,5
24-03-06 04:00,5
24-03-06 03:00,1
24-03-06 02:00,4
24-03-06 01:00,10
24-03-06 00:00,14
23-03-06 23:00,17
23-03-06 22:00,65
23-03-06 21:00,73
23-03-06 20:00,177
23-03-06 19:00,89
23-03-06 18:00,60
23-03-06 17:00,68
23-03-06 16:00,34
23-03-06 15:00,44
23-03-06 14:00,88
23-03-06 13:00,74
23-03-06 12:00,115
23-03-06 11:00,121
23-03-06 10:00,184
23-03-06 09:00,158
23-03-06 08:00,238
23-03-06 07:00,116
23-03-06 06:00,100
23-03-06 05:00,42
23-03-06 04:00,21
23-03-06 03:00,9
23-03-06 02:00,9
23-03-06 01:00,31
23-03-06 00:00,40
22-03-06 23:00,50
22-03-06 22:00,63
22-03-06 21:00,64
22-03-06 20:00,57
22-03-06 19:00,80
22-03-06 18:00,42
22-03-06 17:00,52
22-03-06 16:00,48
22-03-06 15:00,42
22-03-06 14:00,45
22-03-06 13:00,60
22-03-06 12:00,51
22-03-06 11:00,43
22-03-06 10:00,75
22-03-06 09:00,83
22-03-06 08:00,114
22-03-06 07:00,82
22-03-06 06:00,39
22-03-06 05:00,15
22-03-06 04:00,8
22-03-06 03:00,1
22-03-06 02:00,3
22-03-06 01:00,11
22-03-06 00:00,4
21-03-06 23:00,11
21-03-06 22:00,24
21-03-06 21:00,35
21-03-06 20:00,58
21-03-06 19:00,92
21-03-06 18:00,99
21-03-06 17:00,90
21-03-06 16:00,95
21-03-06 15:00,
21-03-06 14:00,
21-03-06 13:00,
21-03-06 12:00,
21-03-06 11:00,
21-03-06 10:00,137
21-03-06 09:00,179
21-03-06 08:00,196
21-03-06 07:00,105
21-03-06 06:00,69
21-03-06 05:00,17
21-03-06 04:00,3
21-03-06 03:00,4
21-03-06 02:00,6
21-03-06 01:00,7
21-03-06 00:00,24
20-03-06 23:00,47
20-03-06 22:00,59
20-03-06 21:00,57
20-03-06 20:00,34
20-03-06 19:00,53
20-03-06 18:00,49
20-03-06 17:00,61
20-03-06 16:00,81
20-03-06 15:00,91
20-03-06 14:00,127
20-03-06 13:00,181
20-03-06 12:00,196
20-03-06 11:00,131
20-03-06 10:00,123
20-03-06 09:00,141
20-03-06 08:00,144
20-03-06 07:00,100
20-03-06 06:00,55
20-03-06 05:00,30
20-03-06 04:00,15
20-03-06 03:00,4
20-03-06 02:00,5
20-03-06 01:00,6
20-03-06 00:00,10
19-03-06 23:00,12
19-03-06 22:00,25
19-03-06 21:00,20
19-03-06 20:00,29
19-03-06 19:00,26
19-03-06 18:00,22
19-03-06 17:00,30
19-03-06 16:00,24
19-03-06 15:00,23
19-03-06 14:00,19
19-03-06 13:00,22
19-03-06 12:00,38
19-03-06 11:00,42
19-03-06 10:00,15
19-03-06 09:00,23
19-03-06 08:00,27
19-03-06 07:00,12
19-03-06 06:00,18
19-03-06 05:00,9
19-03-06 04:00,12
19-03-06 03:00,5
19-03-06 02:00,19
19-03-06 01:00,25
19-03-06 00:00,48
18-03-06 23:00,21
18-03-06 22:00,32
18-03-06 21:00,28
18-03-06 20:00,40
18-03-06 19:00,59
18-03-06 18:00,67
18-03-06 17:00,59
18-03-06 16:00,47
18-03-06 15:00,74
18-03-06 14:00,52
18-03-06 13:00,50
18-03-06 12:00,40
18-03-06 11:00,44
18-03-06 10:00,47
18-03-06 09:00,26
18-03-06 08:00,29
18-03-06 07:00,24
18-03-06 06:00,15
18-03-06 05:00,8
18-03-06 04:00,6
18-03-06 03:00,10
18-03-06 02:00,5
18-03-06 01:00,12
18-03-06 00:00,34
17-03-06 23:00,86
17-03-06 22:00,82
17-03-06 21:00,57
17-03-06 20:00,54
17-03-06 19:00,76
17-03-06 18:00,96
17-03-06 17:00,122
17-03-06 16:00,119
17-03-06 15:00,108
17-03-06 14:00,105
17-03-06 13:00,99
17-03-06 12:00,73
17-03-06 11:00,116
17-03-06 10:00,93
17-03-06 09:00,145
17-03-06 08:00,87
17-03-06 07:00,69
17-03-06 06:00,59
17-03-06 05:00,26
17-03-06 04:00,4
17-03-06 03:00,4
17-03-06 02:00,6
17-03-06 01:00,30
17-03-06 00:00,32
16-03-06 23:00,21
16-03-06 22:00,32
16-03-06 21:00,89
16-03-06 20:00,134
16-03-06 19:00,144
16-03-06 18:00,107
16-03-06 17:00,146
16-03-06 16:00,66
16-03-06 15:00,96
16-03-06 14:00,106
16-03-06 13:00,115
16-03-06 12:00,168
16-03-06 11:00,144
16-03-06 10:00,129
16-03-06 09:00,273
16-03-06 08:00,183
16-03-06 07:00,123
16-03-06 06:00,69
16-03-06 05:00,34
16-03-06 04:00,7
16-03-06 03:00,10
16-03-06 02:00,24
16-03-06 01:00,16
16-03-06 00:00,17
15-03-06 23:00,31
15-03-06 22:00,38
15-03-06 21:00,49
15-03-06 20:00,55
15-03-06 19:00,77
15-03-06 18:00,94
15-03-06 17:00,122
15-03-06 16:00,82
15-03-06 15:00,109
15-03-06 14:00,81
15-03-06 13:00,108
15-03-06 12:00,106
15-03-06 11:00,105
15-03-06 10:00,117
15-03-06 09:00,125
15-03-06 08:00,110
15-03-06 07:00,74
15-03-06 06:00,42
15-03-06 05:00,9
15-03-06 04:00,7
15-03-06 03:00,1
15-03-06 02:00,7
15-03-06 01:00,12
15-03-06 00:00,15
14-03-06 23:00,23
14-03-06 22:00,22
14-03-06 21:00,33
14-03-06 20:00,66
14-03-06 19:00,93
14-03-06 18:00,126
14-03-06 17:00,120
14-03-06 16:00,97
14-03-06 15:00,62
14-03-06 14:00,62
14-03-06 13:00,115
14-03-06 12:00,131
14-03-06 11:00,121
14-03-06 10:00,151
14-03-06 09:00,174
14-03-06 08:00,149
14-03-06 07:00,113
14-03-06 06:00,106
14-03-06 05:00,51
14-03-06 04:00,14
14-03-06 03:00,10
14-03-06 02:00,4
