Datum Zeit,Leipzig-Luetzner Straße NO2
,µg/m³
01-04-06 00:00,15
31-03-06 23:00,19
31-03-06 22:00,22
31-03-06 21:00,22
31-03-06 20:00,23
31-03-06 19:00,27
31-03-06 18:00,22
31-03-06 17:00,26
31-03-06 16:00,35
31-03-06 15:00,33
31-03-06 14:00,23
31-03-06 13:00,20
31-03-06 12:00,21
31-03-06 11:00,23
31-03-06 10:00,27
31-03-06 09:00,31
31-03-06 08:00,47
31-03-06 07:00,54
31-03-06 06:00,
31-03-06 05:00,
31-03-06 04:00,
31-03-06 03:00,
31-03-06 02:00,
31-03-06 01:00,
31-03-06 00:00,
30-03-06 23:00,
30-03-06 22:00,
30-03-06 21:00,
30-03-06 20:00,
30-03-06 19:00,
30-03-06 18:00,
30-03-06 17:00,
30-03-06 16:00,
30-03-06 15:00,
30-03-06 14:00,
30-03-06 13:00,
30-03-06 12:00,
30-03-06 11:00,
30-03-06 10:00,
30-03-06 09:00,
30-03-06 08:00,
30-03-06 07:00,42
30-03-06 06:00,31
30-03-06 05:00,33
30-03-06 04:00,31
30-03-06 03:00,25
30-03-06 02:00,26
30-03-06 01:00,28
30-03-06 00:00,31
29-03-06 23:00,29
29-03-06 22:00,36
29-03-06 21:00,36
29-03-06 20:00,35
29-03-06 19:00,32
29-03-06 18:00,33
29-03-06 17:00,27
29-03-06 16:00,27
29-03-06 15:00,26
29-03-06 14:00,23
29-03-06 13:00,22
29-03-06 12:00,23
29-03-06 11:00,26
29-03-06 10:00,30
29-03-06 09:00,36
29-03-06 08:00,45
29-03-06 07:00,43
29-03-06 06:00,29
29-03-06 05:00,23
29-03-06 04:00,25
29-03-06 03:00,20
29-03-06 02:00,28
29-03-06 01:00,26
29-03-06 00:00,33
28-03-06 23:00,42
28-03-06 22:00,55
28-03-06 21:00,66
28-03-06 20:00,61
28-03-06 19:00,62
28-03-06 18:00,48
28-03-06 17:00,36
28-03-06 16:00,28
28-03-06 15:00,27
28-03-06 14:00,29
28-03-06 13:00,29
28-03-06 12:00,41
28-03-06 11:00,44
28-03-06 10:00,54
28-03-06 09:00,45
28-03-06 08:00,58
28-03-06 07:00,53
28-03-06 06:00,29
28-03-06 05:00,20
28-03-06 04:00,16
28-03-06 03:00,15
28-03-06 02:00,16
28-03-06 01:00,13
28-03-06 00:00,11
27-03-06 23:00,20
27-03-06 22:00,29
27-03-06 21:00,32
27-03-06 20:00,38
27-03-06 19:00,37
27-03-06 18:00,19
27-03-06 17:00,23
27-03-06 16:00,
27-03-06 15:00,
27-03-06 14:00,
27-03-06 13:00,
27-03-06 12:00,
27-03-06 11:00,47
27-03-06 10:00,42
27-03-06 09:00,36
27-03-06 08:00,54
27-03-06 07:00,52
27-03-06 06:00,28
27-03-06 05:00,23
27-03-06 04:00,20
27-03-06 03:00,24
27-03-06 02:00,24
27-03-06 01:00,20
27-03-06 00:00,21
26-03-06 23:00,36
26-03-06 22:00,43
26-03-06 21:00,38
26-03-06 20:00,48
26-03-06 19:00,43
26-03-06 18:00,32
26-03-06 17:00,17
26-03-06 16:00,15
26-03-06 15:00,18
26-03-06 14:00,22
26-03-06 13:00,26
26-03-06 12:00,31
26-03-06 11:00,31
26-03-06 10:00,21
26-03-06 09:00,16
26-03-06 08:00,17
26-03-06 07:00,15
26-03-06 06:00,19
26-03-06 05:00,20
26-03-06 04:00,19
26-03-06 03:00,30
26-03-06 02:00,27
26-03-06 01:00,25
26-03-06 00:00,29
25-03-06 23:00,36
25-03-06 22:00,47
25-03-06 21:00,49
25-03-06 20:00,47
25-03-06 19:00,61
25-03-06 18:00,43
25-03-06 17:00,31
25-03-06 16:00,31
25-03-06 15:00,37
25-03-06 14:00,34
25-03-06 13:00,33
25-03-06 12:00,52
25-03-06 11:00,39
25-03-06 10:00,30
25-03-06 09:00,32
25-03-06 08:00,29
25-03-06 07:00,28
25-03-06 06:00,30
