Datum Zeit,Bautzen PM10
,µg/m³
31-08-13,25
30-08-13,24
29-08-13,21
28-08-13,22
27-08-13,21
26-08-13,20
25-08-13,21
24-08-13,24
23-08-13,25
22-08-13,22
21-08-13,18
20-08-13,14
19-08-13,12
18-08-13,19
17-08-13,22
16-08-13,19
15-08-13,18
14-08-13,14
13-08-13,14
12-08-13,16
11-08-13,17
10-08-13,20
09-08-13,15
08-08-13,19
07-08-13,17
06-08-13,22
05-08-13,21
04-08-13,18
03-08-13,22
02-08-13,20
01-08-13,17

