Datum Zeit,Dresden-Winckelmannstr. PM2.5
,µg/m³
31-08-13,15.63
30-08-13,12.28
29-08-13,11.22
28-08-13,12.44
27-08-13,9.71
26-08-13,7.62
25-08-13,11.15
24-08-13,13.68
23-08-13,13.95
22-08-13,11.35
21-08-13,8.69
20-08-13,6.68
19-08-13,6.33
18-08-13,10.44
17-08-13,15.42
16-08-13,12.44
15-08-13,9.29
14-08-13,6.55
13-08-13,5.97
12-08-13,8.20
11-08-13,7.41
10-08-13,8.97
09-08-13,6.79
08-08-13,9.08
07-08-13,8.46
06-08-13,10.48
05-08-13,9.52
04-08-13,11.96
03-08-13,12.58
02-08-13,12.18
01-08-13,8.14

