Datum Zeit,Freiberg PM10
,µg/m³
31-08-13,21
30-08-13,22
29-08-13,20
28-08-13,19
27-08-13,20
26-08-13,16
25-08-13,15
24-08-13,18
23-08-13,23
22-08-13,20
21-08-13,19
20-08-13,11
19-08-13,12
18-08-13,15
17-08-13,23
16-08-13,20
15-08-13,17
14-08-13,12
13-08-13,11
12-08-13,15
11-08-13,13
10-08-13,15
09-08-13,14
08-08-13,14
07-08-13,18
06-08-13,19
05-08-13,21
04-08-13,20
03-08-13,24
02-08-13,21
01-08-13,18

