Datum Zeit,Zwickau-Werdauer Straße PM10
,µg/m³
31-08-13,23
30-08-13,24
29-08-13,24
28-08-13,23
27-08-13,21
26-08-13,16
25-08-13,17
24-08-13,22
23-08-13,29
22-08-13,24
21-08-13,19
20-08-13,16
19-08-13,12
18-08-13,16
17-08-13,22
16-08-13,19
15-08-13,13
14-08-13,10
13-08-13,10
12-08-13,24
11-08-13,13
10-08-13,17
09-08-13,16
08-08-13,15
07-08-13,21
06-08-13,20
05-08-13,24
04-08-13,19
03-08-13,23
02-08-13,17
01-08-13,12

