Datum Zeit,Leipzig-West PM10
,µg/m³
31-08-13,24
30-08-13,25
29-08-13,19
28-08-13,20
27-08-13,16
26-08-13,14
25-08-13,16
24-08-13,17
23-08-13,20
22-08-13,17
21-08-13,14
20-08-13,11
19-08-13,10
18-08-13,16
17-08-13,25
16-08-13,20
15-08-13,16
14-08-13,9
13-08-13,9
12-08-13,13
11-08-13,14
10-08-13,17
09-08-13,17
08-08-13,13
07-08-13,26
06-08-13,19
05-08-13,17
04-08-13,15
03-08-13,22
02-08-13,19
01-08-13,13

