Datum Zeit,Glauchau PM10
,µg/m³
31-08-13,22
30-08-13,23
29-08-13,23
28-08-13,20
27-08-13,19
26-08-13,15
25-08-13,14
24-08-13,21
23-08-13,24
22-08-13,22
21-08-13,16
20-08-13,15
19-08-13,11
18-08-13,17
17-08-13,22
16-08-13,17
15-08-13,15
14-08-13,11
13-08-13,11
12-08-13,16
11-08-13,
10-08-13,19
09-08-13,14
08-08-13,19
07-08-13,22
06-08-13,18
05-08-13,23
04-08-13,17
03-08-13,25
02-08-13,18
01-08-13,15

