Datum Zeit,Goerlitz PM10
,µg/m³
31-08-13,28
30-08-13,28
29-08-13,27
28-08-13,21
27-08-13,19
26-08-13,16
25-08-13,19
24-08-13,25
23-08-13,25
22-08-13,19
21-08-13,19
20-08-13,16
19-08-13,22
18-08-13,22
17-08-13,29
16-08-13,28
15-08-13,21
14-08-13,16
13-08-13,15
12-08-13,21
11-08-13,19
10-08-13,21
09-08-13,16
08-08-13,23
07-08-13,20
06-08-13,33
05-08-13,24
04-08-13,16
03-08-13,28
02-08-13,28
01-08-13,17

