Datum,Zeit,BEN,CO,NO,NO2,O3,PM10,PM2.5,SO2
yyyy-mm-dd,hh:mm,µg/m³,mg/m3,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³
2000-12-01,01:00,3.6,0.2,26,27,1,,,1.1
2000-12-01,02:00,3.9,0.1,25,27,1,,,2.0
2000-12-01,03:00,4.0,0.1,27,26,1,,,3.1
2000-12-01,04:00,3.4,0.1,,,,,,3.8
2000-12-01,05:00,3.4,0.1,22,29,1,,,3.6
2000-12-01,06:00,3.1,0.2,20,31,1,,,
2000-12-01,07:00,4.6,,36,33,1,,,4.2
2000-12-01,08:00,3.4,0.4,40,34,1,,,5.0
2000-12-01,09:00,4.9,0.3,60,38,1,,,5.2
2000-12-01,10:00,4.9,0.2,40,36,3,,,6.4
2000-12-01,11:00,3.7,0.1,26,30,7,,,7.1
2000-12-01,12:00,3.0,0.2,32,33,7,,,8.7
2000-12-01,13:00,3.9,0.1,30,35,8,,,7.6
2000-12-01,14:00,2.7,0.2,20,31,12,,,7.2
2000-12-01,15:00,3.8,0.9,37,41,5,,,9.5
2000-12-01,16:00,4.0,0.4,42,43,1,,,7.2
2000-12-01,17:00,4.2,0.7,60,44,1,,,5.6
2000-12-01,18:00,,0.6,59,43,1,,,4.9
2000-12-01,19:00,,0.3,24,41,1,,,6.7
2000-12-01,20:00,,0.1,7,34,1,,,4.3
2000-12-01,21:00,,0.2,13,32,1,,,3.4
2000-12-01,22:00,2.4,0.1,9,32,1,,,2.5
2000-12-01,23:00,2.2,0.1,5,31,1,,,3.6
2000-12-02,00:00,2.0,0.1,1,28,4,,,
2000-12-02,01:00,2.2,0.1,3,32,1,,,2.2
2000-12-02,02:00,1.9,0.1,2,31,2,,,3.3
2000-12-02,03:00,1.9,0.1,1,29,2,,,1.6
2000-12-02,04:00,1.9,0.1,,,,,,1.9
2000-12-02,05:00,1.7,0.1,1,26,6,,,
2000-12-02,06:00,1.6,0.1,1,23,7,,,2.6
2000-12-02,07:00,1.6,0.1,3,25,6,,,2.7
2000-12-02,08:00,2.2,0.2,6,29,4,,,3.6
2000-12-02,09:00,2.0,0.2,10,31,3,,,3.0
2000-12-02,10:00,3.0,0.5,19,31,5,,,4.1
2000-12-02,11:00,3.8,0.6,23,30,8,,,3.2
2000-12-02,12:00,2.9,0.3,18,28,15,,,5.4
2000-12-02,13:00,2.6,0.3,17,29,16,,,3.9
2000-12-02,14:00,2.4,0.3,15,31,12,,,3.9
2000-12-02,15:00,3.2,0.4,19,34,8,,,5.5
2000-12-02,16:00,3.0,0.3,16,35,5,,,5.6
2000-12-02,17:00,4.3,0.9,41,41,1,,,4.7
2000-12-02,18:00,4.3,1.1,53,41,1,,,4.7
2000-12-02,19:00,4.2,0.6,35,38,1,,,4.5
2000-12-02,20:00,4.8,0.7,37,40,1,,,5.6
2000-12-02,21:00,3.9,0.5,25,35,1,,,4.0
2000-12-02,22:00,3.9,0.5,20,34,1,,,2.5
2000-12-02,23:00,3.6,0.3,10,33,1,,,4.1
2000-12-03,00:00,3.7,0.3,11,33,1,,,
2000-12-03,01:00,3.6,0.3,12,34,1,,,1.6
2000-12-03,02:00,3.3,0.3,8,31,1,,,1.5
2000-12-03,03:00,3.0,0.2,,,,,,1.0
2000-12-03,04:00,2.8,0.2,5,29,1,,,1.0
2000-12-03,05:00,2.8,0.2,5,27,1,,,
2000-12-03,06:00,2.7,0.2,3,26,1,,,1.0
2000-12-03,07:00,2.7,,4,29,1,,,1.0
2000-12-03,08:00,2.6,0.2,3,28,3,,,1.2
2000-12-03,09:00,2.7,0.1,5,25,7,,,1.1
2000-12-03,10:00,2.6,0.2,6,18,15,,,2.3
2000-12-03,11:00,2.0,0.1,3,13,25,,,3.3
2000-12-03,12:00,1.7,0.1,4,13,26,,,1.9
2000-12-03,13:00,1.6,0.1,4,13,32,,,3.1
2000-12-03,14:00,1.6,0.1,3,14,32,,,2.9
2000-12-03,15:00,1.8,0.1,3,15,39,,,2.0
2000-12-03,16:00,1.9,0.2,4,18,38,,,1.0
2000-12-03,17:00,1.7,0.1,3,20,32,,,1.9
2000-12-03,18:00,1.7,0.1,3,22,31,,,1.6
2000-12-03,19:00,1.5,0.1,2,20,32,,,2.1
2000-12-03,20:00,1.6,0.1,3,20,31,,,1.0
2000-12-03,21:00,1.4,0.1,1,21,30,,,1.0
2000-12-03,22:00,1.3,0.1,1,20,32,,,1.0
2000-12-03,23:00,1.3,0.1,1,18,27,,,1.2
2000-12-04,00:00,1.4,0.1,1,19,20,,,
2000-12-04,01:00,1.4,0.1,1,22,13,,,1.2
2000-12-04,02:00,1.7,0.1,1,25,9,,,1.4
2000-12-04,03:00,1.5,0.1,,,,,,1.0
2000-12-04,04:00,1.5,0.1,1,28,5,,,
2000-12-04,05:00,1.6,0.1,6,28,4,,,1.9
2000-12-04,06:00,2.1,0.3,14,30,1,,,1.5
2000-12-04,07:00,4.3,0.9,36,34,1,,,2.3
2000-12-04,08:00,3.7,0.5,31,37,1,,,3.1
2000-12-04,09:00,4.5,0.5,56,43,1,,,2.5
2000-12-04,10:00,4.0,0.4,43,40,3,,,2.7
2000-12-04,11:00,2.4,0.2,19,32,14,,,3.8
2000-12-04,12:00,2.1,0.1,18,29,20,,,4.1
2000-12-04,13:00,3.3,0.1,14,31,22,,,3.8
2000-12-04,14:00,2.0,0.1,10,27,26,,,4.4
2000-12-04,15:00,1.3,0.1,5,18,43,,,3.2
2000-12-04,16:00,1.8,0.1,6,21,37,,,3.4
2000-12-04,17:00,1.7,0.1,10,24,33,,,2.1
2000-12-04,18:00,1.6,0.1,4,21,33,,,3.7
2000-12-04,19:00,1.5,0.1,3,19,33,,,1.8
2000-12-04,20:00,2.0,0.1,3,20,29,,,1.7
2000-12-04,21:00,1.6,0.1,5,21,26,,,1.6
2000-12-04,22:00,1.5,0.1,2,21,23,,,1.2
2000-12-04,23:00,1.3,0.1,1,18,26,,,1.0
2000-12-05,00:00,1.3,0.1,1,18,23,,,
2000-12-05,01:00,1.1,0.1,1,16,24,,,1.0
2000-12-05,02:00,1.1,0.1,,,,,,1.0
2000-12-05,03:00,1.2,0.1,1,19,19,,,1.1
2000-12-05,04:00,1.1,0.1,1,16,18,,,
2000-12-05,05:00,1.2,0.1,1,19,16,,,1.0
2000-12-05,06:00,1.5,,3,20,15,,,1.1
2000-12-05,07:00,1.7,0.3,6,22,14,,,1.0
2000-12-05,08:00,1.9,0.4,10,28,8,,,1.0
2000-12-05,09:00,2.6,0.6,26,35,3,,,1.0
2000-12-05,10:00,2.4,0.5,21,30,8,,,1.1
2000-12-05,11:00,1.8,0.3,17,26,13,,,1.9
