Datum,Zeit,BEN,CO,NO,NO2,O3,PM10,PM2.5,SO2
yyyy-mm-dd,hh:mm,µg/m³,mg/m3,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³
2000-12-01,01:00,,0.3,34,23,1,,,4.6
2000-12-01,02:00,,0.5,43,20,1,,,2.3
2000-12-01,03:00,,0.6,89,21,1,,,2.4
2000-12-01,04:00,,,87,20,1,,,2.3
2000-12-01,05:00,,0.4,61,22,1,,,2.4
2000-12-01,06:00,,0.7,112,27,1,,,2.5
2000-12-01,07:00,,1.3,79,27,2,,,2.1
2000-12-01,08:00,,2.5,158,42,,,,
2000-12-01,09:00,,1.4,,,,,,5.1
2000-12-01,10:00,,1.5,115,46,3,,,6.7
2000-12-01,11:00,,1.0,69,39,4,,,9.7
2000-12-01,12:00,,1.2,87,46,5,,,10.8
2000-12-01,13:00,,0.8,77,47,6,,,10.7
2000-12-01,14:00,,0.9,76,48,5,,,10.5
2000-12-01,15:00,,1.1,59,46,4,,,9.8
2000-12-01,16:00,,1.1,47,44,3,,,11.2
2000-12-01,17:00,7.5,1.3,63,43,2,,,11.9
2000-12-01,18:00,6.5,0.7,28,41,1,,,10.1
2000-12-01,19:00,5.4,0.9,33,40,1,,,9.3
2000-12-01,20:00,6.2,1.0,28,39,1,,,8.1
2000-12-01,21:00,4.1,0.5,14,36,1,,,7.6
2000-12-01,22:00,3.9,,18,37,1,,,6.5
2000-12-01,23:00,4.3,,20,37,1,,,6.8
2000-12-02,00:00,4.0,,21,37,1,,,
2000-12-02,01:00,3.3,,12,36,1,,,6.2
2000-12-02,02:00,3.1,,13,34,1,,,5.1
2000-12-02,03:00,3.1,,3,29,4,,,3.5
2000-12-02,04:00,2.0,,1,25,9,,,3.2
2000-12-02,05:00,1.9,,1,22,14,,,2.8
2000-12-02,06:00,1.6,,1,23,13,,,2.9
2000-12-02,07:00,1.9,,1,25,14,,,2.5
2000-12-02,08:00,1.7,,1,27,13,,,
2000-12-02,09:00,1.9,,,,,,,2.8
2000-12-02,10:00,2.7,,13,33,8,,,3.3
2000-12-02,11:00,3.8,,14,34,11,,,4.2
2000-12-02,12:00,3.7,,11,32,13,,,4.5
2000-12-02,13:00,2.7,,11,28,17,,,4.7
2000-12-02,14:00,2.2,,8,27,19,,,5.7
2000-12-02,15:00,2.5,,9,32,16,,,5.4
2000-12-02,16:00,3.0,,29,41,8,,,5.0
2000-12-02,17:00,8.5,,64,44,2,,,8.4
2000-12-02,18:00,11.3,,124,43,3,,,16.8
2000-12-02,19:00,17.1,,117,39,3,,,14.2
2000-12-02,20:00,15.8,,102,34,1,,,9.1
2000-12-02,21:00,9.2,,75,33,2,,,9.4
2000-12-02,22:00,12.5,,81,29,1,,,7.3
2000-12-02,23:00,13.2,,76,26,2,,,5.6
2000-12-03,00:00,11.8,,61,21,1,,,
2000-12-03,01:00,8.4,,59,21,1,,,1.0
2000-12-03,02:00,9.6,,67,20,1,,,1.0
2000-12-03,03:00,8.5,,49,16,1,,,1.0
2000-12-03,04:00,8.0,,52,15,1,,,1.0
2000-12-03,05:00,6.2,,48,14,1,,,1.0
2000-12-03,06:00,8.7,,46,13,1,,,1.0
2000-12-03,07:00,6.1,,45,14,1,,,
2000-12-03,08:00,5.3,,,,,,,1.0
2000-12-03,09:00,5.4,,48,17,2,,,1.0
2000-12-03,10:00,6.3,,29,22,5,,,1.9
2000-12-03,11:00,2.8,,7,16,19,,,4.1
2000-12-03,12:00,2.7,,5,13,24,,,3.1
2000-12-03,13:00,1.9,,4,13,27,,,2.9
2000-12-03,14:00,1.9,,3,15,27,,,1.6
2000-12-03,15:00,2.1,,4,20,23,,,1.1
2000-12-03,16:00,2.1,,5,24,17,,,1.0
2000-12-03,17:00,2.3,,4,25,18,,,1.0
2000-12-03,18:00,2.8,,3,26,17,,,1.0
2000-12-03,19:00,2.3,,4,28,13,,,1.0
2000-12-03,20:00,2.1,,4,27,11,,,1.0
2000-12-03,21:00,2.2,,3,28,11,,,1.0
2000-12-03,22:00,2.5,,10,28,10,,,1.0
2000-12-03,23:00,2.4,,7,28,11,,,1.0
2000-12-04,00:00,2.1,,4,32,6,,,
2000-12-04,01:00,2.0,,2,30,6,,,1.0
2000-12-04,02:00,1.5,,6,27,2,,,1.0
2000-12-04,03:00,2.1,,6,22,1,,,1.0
2000-12-04,04:00,1.8,,14,20,1,,,1.0
2000-12-04,05:00,2.1,,48,23,1,,,1.0
2000-12-04,06:00,2.5,,47,23,1,,,1.0
2000-12-04,07:00,4.2,,44,27,1,,,
2000-12-04,15:00,,0.4,26,34,29,,,3.4
2000-12-04,16:00,,1.6,81,59,11,,,4.6
2000-12-04,17:00,,2.7,143,67,3,,,3.8
2000-12-04,18:00,,3.4,169,52,3,,,6.4
2000-12-04,19:00,,3.2,188,53,2,,,6.0
2000-12-04,20:00,,1.6,90,49,3,,,4.0
2000-12-04,21:00,,0.9,18,33,15,,,2.6
2000-12-04,22:00,,0.9,18,33,14,,,2.3
2000-12-04,23:00,,1.2,20,37,5,,,3.6
2000-12-05,00:00,,1.0,53,39,1,,,
2000-12-05,01:00,,0.8,6,29,7,,,3.8
2000-12-05,02:00,,0.4,14,32,6,,,4.1
2000-12-05,03:00,,0.4,13,28,12,,,3.7
2000-12-05,04:00,,0.3,1,14,31,,,4.7
2000-12-05,05:00,,0.3,1,16,29,,,4.0
2000-12-05,06:00,,0.4,3,20,27,,,3.6
2000-12-05,07:00,,0.7,9,33,17,,,3.2
2000-12-05,08:00,,0.8,34,44,11,,,4.4
2000-12-05,09:00,,,62,53,9,,,6.4
2000-12-05,10:00,,0.7,51,54,5,,,7.6
2000-12-05,11:00,,0.5,37,45,11,,,8.0
2000-12-05,12:00,,0.5,24,34,18,,,7.7
2000-12-05,13:00,2.1,0.5,17,27,25,,,6.8
2000-12-05,14:00,1.7,0.4,,,,,,
2000-12-05,15:00,2.3,1.2,74,64,17,,,5.7
2000-12-05,16:00,9.7,4.4,309,87,4,,,6.7
2000-12-05,17:00,59.1,4.5,311,89,5,,,8.3
2000-12-05,18:00,31.5,1.8,90,51,1,,,7.7
2000-12-05,19:00,12.1,1.5,54,41,1,,,6.3
2000-12-05,20:00,14.8,1.9,122,42,1,,,4.4
2000-12-05,21:00,20.8,2.4,133,35,2,,,4.7
2000-12-05,22:00,23.4,2.0,85,29,2,,,7.8
2000-12-05,23:00,12.2,2.5,120,31,1,,,5.0
2000-12-06,00:00,12.4,1.4,71,29,1,,,
2000-12-06,01:00,7.5,1.1,55,28,1,,,3.2
2000-12-06,02:00,6.5,1.0,56,26,1,,,2.3
2000-12-06,03:00,6.1,0.9,55,24,1,,,2.8
2000-12-06,04:00,6.3,0.8,44,23,1,,,2.5
2000-12-06,05:00,8.8,0.5,25,30,1,,,3.0
2000-12-06,06:00,7.6,0.5,13,41,1,,,4.7
2000-12-06,07:00,5.5,1.3,58,49,2,,,5.3
2000-12-06,08:00,10.4,1.4,114,55,2,,,5.6
2000-12-06,09:00,,1.8,197,66,4,,,8.0
2000-12-06,10:00,,1.1,134,65,4,,,14.2
2000-12-06,11:00,,1.0,72,48,6,,,16.3
2000-12-06,12:00,,1.1,92,53,7,,,15.5
2000-12-06,13:00,,0.5,,,,,,
2000-12-06,14:00,3.0,0.8,39,33,12,,,13.8
2000-12-06,15:00,3.7,0.3,23,30,11,,,9.2
2000-12-06,16:00,3.3,0.5,39,41,6,,,7.9
2000-12-06,17:00,4.7,0.6,44,42,3,,,7.7
2000-12-06,18:00,5.5,0.6,26,38,2,,,9.6
2000-12-06,19:00,5.0,0.7,21,37,2,,,10.3
2000-12-06,20:00,5.1,0.4,13,37,1,,,13.7
2000-12-06,21:00,4.5,0.3,5,30,5,,,13.5
2000-12-06,22:00,3.4,0.5,8,34,3,,,12.1
2000-12-06,23:00,4.0,1.2,19,36,2,,,11.9
2000-12-07,00:00,4.5,0.8,6,33,4,,,
2000-12-07,01:00,2.8,0.5,2,29,6,,,6.6
2000-12-07,02:00,2.4,0.4,1,18,12,,,4.0
2000-12-07,03:00,2.3,0.4,1,21,11,,,3.9
2000-12-07,04:00,2.3,0.4,5,26,7,,,3.3
2000-12-07,05:00,2.1,0.4,2,26,10,,,2.7
2000-12-07,06:00,1.9,0.5,5,29,11,,,2.9
2000-12-07,07:00,2.7,1.3,40,53,3,,,2.6
2000-12-07,08:00,6.1,1.2,52,46,1,,,3.9
2000-12-07,09:00,5.1,,129,59,3,,,8.6
2000-12-07,10:00,8.1,1.8,160,59,3,,,10.1
2000-12-07,11:00,10.6,1.8,158,63,4,,,16.2
2000-12-07,12:00,7.3,1.2,125,61,5,,,18.0
2000-12-07,13:00,4.0,0.7,,,,,,
2000-12-07,14:00,3.3,0.9,78,62,6,,,11.6
2000-12-07,15:00,5.2,1.3,99,67,3,,,10.8
2000-12-07,16:00,19.2,4.0,145,59,3,,,13.2
2000-12-07,17:00,20.8,1.7,65,51,1,,,11.6
2000-12-07,18:00,9.1,0.6,13,46,12,,,14.0
2000-12-07,19:00,4.0,1.1,44,49,6,,,12.9
2000-12-07,20:00,32.1,1.5,72,50,1,,,10.4
2000-12-07,21:00,17.6,1.8,114,50,2,,,8.1
2000-12-07,22:00,10.1,1.9,95,41,2,,,8.0
2000-12-07,23:00,7.9,2.2,112,39,2,,,8.7
2000-12-08,00:00,16.3,1.4,53,38,4,,,
2000-12-08,01:00,6.6,0.4,1,18,21,,,9.2
2000-12-08,02:00,3.4,0.5,2,21,19,,,6.9
2000-12-08,03:00,4.0,0.5,1,20,17,,,5.2
2000-12-08,04:00,3.8,0.5,2,22,14,,,4.2
2000-12-08,05:00,8.2,0.5,7,31,5,,,4.1
2000-12-08,06:00,2.9,0.6,5,29,10,,,4.3
2000-12-08,07:00,7.4,1.1,19,41,4,,,4.8
2000-12-08,08:00,5.8,1.0,81,69,3,,,7.5
2000-12-08,09:00,5.8,1.0,104,72,2,,,10.8
2000-12-08,10:00,6.0,1.0,68,61,4,,,12.5
2000-12-08,11:00,4.7,0.7,54,59,6,,,13.5
2000-12-08,12:00,3.4,0.6,,,,,,
2000-12-08,13:00,2.4,0.6,24,40,18,,,9.4
2000-12-08,14:00,3.0,0.8,28,46,14,,,9.4
2000-12-08,15:00,3.4,0.6,26,38,25,,,10.3
2000-12-08,16:00,2.1,0.4,4,25,27,,,7.3
2000-12-08,17:00,2.2,0.5,3,27,24,,,6.0
2000-12-08,18:00,2.7,0.6,5,35,18,,,6.0
2000-12-08,19:00,2.6,0.6,3,29,23,,,6.3
2000-12-08,20:00,2.5,0.6,2,31,21,,,6.5
2000-12-08,21:00,2.3,0.5,2,27,24,,,6.1
2000-12-08,22:00,1.8,0.5,1,24,26,,,4.7
2000-12-08,23:00,2.5,0.7,3,31,14,,,5.2
2000-12-09,00:00,2.7,0.6,2,27,18,,,
2000-12-09,01:00,2.4,0.6,2,29,12,,,1.5
2000-12-09,02:00,2.4,0.6,1,24,16,,,1.0
2000-12-09,03:00,2.3,0.5,1,26,15,,,1.0
2000-12-09,04:00,2.2,0.5,1,24,17,,,1.0
2000-12-09,05:00,2.2,0.5,1,23,17,,,1.0
2000-12-09,06:00,2.2,0.5,1,26,16,,,1.0
