Datum Zeit,Dresden-Nord PM10
,µg/m³
31-01-06,46
30-01-06,119
29-01-06,103
28-01-06,93
27-01-06,65
26-01-06,68
25-01-06,76
24-01-06,99
23-01-06,81
22-01-06,51
21-01-06,15
20-01-06,44
19-01-06,44
18-01-06,42
17-01-06,56
16-01-06,62
15-01-06,42
14-01-06,44
13-01-06,56
12-01-06,132
11-01-06,94
10-01-06,82
09-01-06,49
08-01-06,36
07-01-06,53
06-01-06,36
05-01-06,29
04-01-06,29
03-01-06,37
02-01-06,57
01-01-06,65

