Datum Zeit,Chemnitz-Leipziger Str. NO2
,µg/m³
01-02-06 00:00,45
31-01-06 23:00,62
31-01-06 22:00,60
31-01-06 21:00,69
31-01-06 20:00,78
31-01-06 19:00,86
31-01-06 18:00,96
31-01-06 17:00,89
31-01-06 16:00,94
31-01-06 15:00,89
31-01-06 14:00,86
31-01-06 13:00,90
31-01-06 12:00,90
31-01-06 11:00,85
31-01-06 10:00,89
31-01-06 09:00,90
31-01-06 08:00,95
31-01-06 07:00,77
31-01-06 06:00,66
31-01-06 05:00,58
31-01-06 04:00,44
31-01-06 03:00,48
31-01-06 02:00,48
31-01-06 01:00,55
31-01-06 00:00,66
30-01-06 23:00,82
30-01-06 22:00,94
30-01-06 21:00,109
30-01-06 20:00,123
30-01-06 19:00,129
30-01-06 18:00,135
30-01-06 17:00,120
30-01-06 16:00,113
30-01-06 15:00,126
30-01-06 14:00,114
30-01-06 13:00,96
30-01-06 12:00,115
30-01-06 11:00,127
30-01-06 10:00,136
30-01-06 09:00,155
30-01-06 08:00,135
30-01-06 07:00,107
30-01-06 06:00,83
30-01-06 05:00,79
30-01-06 04:00,73
30-01-06 03:00,76
30-01-06 02:00,84
30-01-06 01:00,93
30-01-06 00:00,94
29-01-06 23:00,101
29-01-06 22:00,101
29-01-06 21:00,117
29-01-06 20:00,103
29-01-06 19:00,103
29-01-06 18:00,92
29-01-06 17:00,77
29-01-06 16:00,58
29-01-06 15:00,60
29-01-06 14:00,57
29-01-06 13:00,53
29-01-06 12:00,63
29-01-06 11:00,83
29-01-06 10:00,76
29-01-06 09:00,78
29-01-06 08:00,74
29-01-06 07:00,72
29-01-06 06:00,72
29-01-06 05:00,73
29-01-06 04:00,80
29-01-06 03:00,84
29-01-06 02:00,88
29-01-06 01:00,90
29-01-06 00:00,96
28-01-06 23:00,95
28-01-06 22:00,95
28-01-06 21:00,90
28-01-06 20:00,94
28-01-06 19:00,104
28-01-06 18:00,94
28-01-06 17:00,86
28-01-06 16:00,78
28-01-06 15:00,76
28-01-06 14:00,66
28-01-06 13:00,70
28-01-06 12:00,79
28-01-06 11:00,84
28-01-06 10:00,113
28-01-06 09:00,109
28-01-06 08:00,98
28-01-06 07:00,92
28-01-06 06:00,92
28-01-06 05:00,82
28-01-06 04:00,61
28-01-06 03:00,63
28-01-06 02:00,60
28-01-06 01:00,73
28-01-06 00:00,71
27-01-06 23:00,64
27-01-06 22:00,81
27-01-06 21:00,88
27-01-06 20:00,85
27-01-06 19:00,89
27-01-06 18:00,111
27-01-06 17:00,110
27-01-06 16:00,117
27-01-06 15:00,88
27-01-06 14:00,95
27-01-06 13:00,85
27-01-06 12:00,99
27-01-06 11:00,104
27-01-06 10:00,125
27-01-06 09:00,145
27-01-06 08:00,149
27-01-06 07:00,121
27-01-06 06:00,83
27-01-06 05:00,57
27-01-06 04:00,59
27-01-06 03:00,56
27-01-06 02:00,53
27-01-06 01:00,49
27-01-06 00:00,45
26-01-06 23:00,59
26-01-06 22:00,66
26-01-06 21:00,70
26-01-06 20:00,87
26-01-06 19:00,86
26-01-06 18:00,79
26-01-06 17:00,76
26-01-06 16:00,89
26-01-06 15:00,94
26-01-06 14:00,83
26-01-06 13:00,81
26-01-06 12:00,90
26-01-06 11:00,86
26-01-06 10:00,93
26-01-06 09:00,89
26-01-06 08:00,97
26-01-06 07:00,84
26-01-06 06:00,67
26-01-06 05:00,56
26-01-06 04:00,51
26-01-06 03:00,52
26-01-06 02:00,53
26-01-06 01:00,58
26-01-06 00:00,63
25-01-06 23:00,71
25-01-06 22:00,71
25-01-06 21:00,78
25-01-06 20:00,85
25-01-06 19:00,94
25-01-06 18:00,109
25-01-06 17:00,121
25-01-06 16:00,121
25-01-06 15:00,109
25-01-06 14:00,101
25-01-06 13:00,98
25-01-06 12:00,99
25-01-06 11:00,112
25-01-06 10:00,108
25-01-06 09:00,118
25-01-06 08:00,129
25-01-06 07:00,95
25-01-06 06:00,83
25-01-06 05:00,69
25-01-06 04:00,49
25-01-06 03:00,48
25-01-06 02:00,58
25-01-06 01:00,49
25-01-06 00:00,62
24-01-06 23:00,71
24-01-06 22:00,73
24-01-06 21:00,79
24-01-06 20:00,90
24-01-06 19:00,119
24-01-06 18:00,120
24-01-06 17:00,125
24-01-06 16:00,122
24-01-06 15:00,96
24-01-06 14:00,92
24-01-06 13:00,104
24-01-06 12:00,109
24-01-06 11:00,125
24-01-06 10:00,178
24-01-06 09:00,136
24-01-06 08:00,123
24-01-06 07:00,105
24-01-06 06:00,83
24-01-06 05:00,77
24-01-06 04:00,75
24-01-06 03:00,76
24-01-06 02:00,77
24-01-06 01:00,79
24-01-06 00:00,78
23-01-06 23:00,74
23-01-06 22:00,77
23-01-06 21:00,84
23-01-06 20:00,79
23-01-06 19:00,78
23-01-06 18:00,83
23-01-06 17:00,77
23-01-06 16:00,78
23-01-06 15:00,81
23-01-06 14:00,83
23-01-06 13:00,72
23-01-06 12:00,56
23-01-06 11:00,58
23-01-06 10:00,65
23-01-06 09:00,71
23-01-06 08:00,71
23-01-06 07:00,59
23-01-06 06:00,40
23-01-06 05:00,35
23-01-06 04:00,36
23-01-06 03:00,32
23-01-06 02:00,28
23-01-06 01:00,31
23-01-06 00:00,33
22-01-06 23:00,37
22-01-06 22:00,29
22-01-06 21:00,40
22-01-06 20:00,30
22-01-06 19:00,29
22-01-06 18:00,35
22-01-06 17:00,34
22-01-06 16:00,32
22-01-06 15:00,32
22-01-06 14:00,30
22-01-06 13:00,26
22-01-06 12:00,25
22-01-06 11:00,19
22-01-06 10:00,22
22-01-06 09:00,15
22-01-06 08:00,16
22-01-06 07:00,15
22-01-06 06:00,16
22-01-06 05:00,16
22-01-06 04:00,15
22-01-06 03:00,19
22-01-06 02:00,18
22-01-06 01:00,24
22-01-06 00:00,28
21-01-06 23:00,29
21-01-06 22:00,38
21-01-06 21:00,50
21-01-06 20:00,62
21-01-06 19:00,57
21-01-06 18:00,55
21-01-06 17:00,64
21-01-06 16:00,77
21-01-06 15:00,97
21-01-06 14:00,68
21-01-06 13:00,52
