Datum Zeit,Dresden-Nord O3
,µg/m³
01-02-06 00:00,14
31-01-06 23:00,12
31-01-06 22:00,10
31-01-06 21:00,10
31-01-06 20:00,11
31-01-06 19:00,8
31-01-06 18:00,9
31-01-06 17:00,13
31-01-06 16:00,12
31-01-06 15:00,15
31-01-06 14:00,17
31-01-06 13:00,21
31-01-06 12:00,21
31-01-06 11:00,26
31-01-06 10:00,22
31-01-06 09:00,17
31-01-06 08:00,5
31-01-06 07:00,10
31-01-06 06:00,7
31-01-06 05:00,9
31-01-06 04:00,17
31-01-06 03:00,24
31-01-06 02:00,16
31-01-06 01:00,27
31-01-06 00:00,7
30-01-06 23:00,2
30-01-06 22:00,1
30-01-06 21:00,2
30-01-06 20:00,2
30-01-06 19:00,3
30-01-06 18:00,3
30-01-06 17:00,6
30-01-06 16:00,16
30-01-06 15:00,15
30-01-06 14:00,13
30-01-06 13:00,12
30-01-06 12:00,17
30-01-06 11:00,12
30-01-06 10:00,7
30-01-06 09:00,4
30-01-06 08:00,4
30-01-06 07:00,2
30-01-06 06:00,2
30-01-06 05:00,3
30-01-06 04:00,4
30-01-06 03:00,3
30-01-06 02:00,2
30-01-06 01:00,2
30-01-06 00:00,3
29-01-06 23:00,3
29-01-06 22:00,3
29-01-06 21:00,3
29-01-06 20:00,10
29-01-06 19:00,18
29-01-06 18:00,35
29-01-06 17:00,41
29-01-06 16:00,51
29-01-06 15:00,56
29-01-06 14:00,47
29-01-06 13:00,36
29-01-06 12:00,33
29-01-06 11:00,34
29-01-06 10:00,29
29-01-06 09:00,23
29-01-06 08:00,16
29-01-06 07:00,9
29-01-06 06:00,9
29-01-06 05:00,13
29-01-06 04:00,3
29-01-06 03:00,5
29-01-06 02:00,3
29-01-06 01:00,4
29-01-06 00:00,4
28-01-06 23:00,7
28-01-06 22:00,8
28-01-06 21:00,21
28-01-06 20:00,15
28-01-06 19:00,18
28-01-06 18:00,17
28-01-06 17:00,32
28-01-06 16:00,53
28-01-06 15:00,52
28-01-06 14:00,54
28-01-06 13:00,51
28-01-06 12:00,45
28-01-06 11:00,12
28-01-06 10:00,8
28-01-06 09:00,5
28-01-06 08:00,27
28-01-06 07:00,3
28-01-06 06:00,3
28-01-06 05:00,3
28-01-06 04:00,6
28-01-06 03:00,35
28-01-06 02:00,60
28-01-06 01:00,64
28-01-06 00:00,62
27-01-06 23:00,61
27-01-06 22:00,52
27-01-06 21:00,56
27-01-06 20:00,54
27-01-06 19:00,45
27-01-06 18:00,42
27-01-06 17:00,49
27-01-06 16:00,54
27-01-06 15:00,59
27-01-06 14:00,61
27-01-06 13:00,57
27-01-06 12:00,51
27-01-06 11:00,44
27-01-06 10:00,35
27-01-06 09:00,32
27-01-06 08:00,35
27-01-06 07:00,47
27-01-06 06:00,58
27-01-06 05:00,63
27-01-06 04:00,58
27-01-06 03:00,61
27-01-06 02:00,61
27-01-06 01:00,57
27-01-06 00:00,51
26-01-06 23:00,57
26-01-06 22:00,45
26-01-06 21:00,40
26-01-06 20:00,40
26-01-06 19:00,37
26-01-06 18:00,26
26-01-06 17:00,42
26-01-06 16:00,44
26-01-06 15:00,43
26-01-06 14:00,47
26-01-06 13:00,47
26-01-06 12:00,46
26-01-06 11:00,40
26-01-06 10:00,41
26-01-06 09:00,36
26-01-06 08:00,33
26-01-06 07:00,33
26-01-06 06:00,31
26-01-06 05:00,32
26-01-06 04:00,37
26-01-06 03:00,38
26-01-06 02:00,39
26-01-06 01:00,41
26-01-06 00:00,36
25-01-06 23:00,33
25-01-06 22:00,32
25-01-06 21:00,26
25-01-06 20:00,21
25-01-06 19:00,22
25-01-06 18:00,24
25-01-06 17:00,28
25-01-06 16:00,35
25-01-06 15:00,40
25-01-06 14:00,44
25-01-06 13:00,42
25-01-06 12:00,43
25-01-06 11:00,43
25-01-06 10:00,40
25-01-06 09:00,39
25-01-06 08:00,37
25-01-06 07:00,44
25-01-06 06:00,48
25-01-06 05:00,51
25-01-06 04:00,51
25-01-06 03:00,50
25-01-06 02:00,49
25-01-06 01:00,46
25-01-06 00:00,43
24-01-06 23:00,41
24-01-06 22:00,37
24-01-06 21:00,25
24-01-06 20:00,18
24-01-06 19:00,20
24-01-06 18:00,22
24-01-06 17:00,17
24-01-06 16:00,30
24-01-06 15:00,31
24-01-06 14:00,29
24-01-06 13:00,
24-01-06 12:00,
24-01-06 11:00,17
24-01-06 10:00,11
24-01-06 09:00,5
24-01-06 08:00,4
24-01-06 07:00,3
24-01-06 06:00,2
24-01-06 05:00,2
24-01-06 04:00,3
24-01-06 03:00,3
24-01-06 02:00,3
24-01-06 01:00,6
24-01-06 00:00,8
23-01-06 23:00,12
23-01-06 22:00,11
23-01-06 21:00,9
23-01-06 20:00,20
23-01-06 19:00,20
23-01-06 18:00,21
23-01-06 17:00,27
23-01-06 16:00,27
23-01-06 15:00,33
23-01-06 14:00,36
23-01-06 13:00,39
23-01-06 12:00,36
23-01-06 11:00,26
23-01-06 10:00,20
23-01-06 09:00,18
23-01-06 08:00,14
23-01-06 07:00,20
23-01-06 06:00,24
23-01-06 05:00,31
23-01-06 04:00,32
23-01-06 03:00,38
23-01-06 02:00,45
23-01-06 01:00,44
23-01-06 00:00,43
22-01-06 23:00,41
22-01-06 22:00,38
22-01-06 21:00,40
22-01-06 20:00,37
22-01-06 19:00,37
22-01-06 18:00,41
22-01-06 17:00,43
22-01-06 16:00,41
22-01-06 15:00,44
22-01-06 14:00,44
22-01-06 13:00,42
22-01-06 12:00,40
22-01-06 11:00,36
22-01-06 10:00,36
22-01-06 09:00,37
22-01-06 08:00,39
22-01-06 07:00,36
22-01-06 06:00,29
22-01-06 05:00,26
22-01-06 04:00,23
22-01-06 03:00,23
22-01-06 02:00,21
22-01-06 01:00,19
22-01-06 00:00,16
21-01-06 23:00,17
21-01-06 22:00,15
21-01-06 21:00,12
21-01-06 20:00,12
21-01-06 19:00,22
21-01-06 18:00,12
21-01-06 17:00,22
21-01-06 16:00,24
21-01-06 15:00,18
21-01-06 14:00,25
21-01-06 13:00,31
21-01-06 12:00,34
21-01-06 11:00,38
21-01-06 10:00,40
21-01-06 09:00,42
21-01-06 08:00,38
21-01-06 07:00,52
21-01-06 06:00,49
21-01-06 05:00,53
21-01-06 04:00,57
21-01-06 03:00,60
21-01-06 02:00,48
21-01-06 01:00,37
21-01-06 00:00,24
20-01-06 23:00,2
20-01-06 22:00,1
20-01-06 21:00,2
20-01-06 20:00,1
20-01-06 19:00,1
20-01-06 18:00,1
20-01-06 17:00,1
20-01-06 16:00,2
20-01-06 15:00,3
20-01-06 14:00,4
20-01-06 13:00,3
20-01-06 12:00,4
20-01-06 11:00,4
20-01-06 10:00,3
20-01-06 09:00,2
20-01-06 08:00,3
