Datum Zeit,Chemnitz-Leipziger Str. PM10
,µg/m³
31-01-06,60
30-01-06,132
29-01-06,105
28-01-06,95
27-01-06,95
26-01-06,91
25-01-06,88
24-01-06,68
23-01-06,74
22-01-06,45
21-01-06,15
20-01-06,29
19-01-06,87
18-01-06,33
17-01-06,56
16-01-06,80
15-01-06,49
14-01-06,65
13-01-06,45
12-01-06,58
11-01-06,43
10-01-06,74
09-01-06,57
08-01-06,37
07-01-06,53
06-01-06,40
05-01-06,27
04-01-06,26
03-01-06,34
02-01-06,52
01-01-06,60

