Datum Zeit,Collmberg PM10
,µg/m³
31-01-06,38
30-01-06,93
29-01-06,72
28-01-06,67
27-01-06,56
26-01-06,68
25-01-06,54
24-01-06,53
23-01-06,58
22-01-06,36
21-01-06,7
20-01-06,16
19-01-06,29
18-01-06,28
17-01-06,29
16-01-06,46
15-01-06,43
14-01-06,46
13-01-06,37
12-01-06,39
11-01-06,25
10-01-06,45
09-01-06,29
08-01-06,38
07-01-06,37
06-01-06,25
05-01-06,21
04-01-06,18
03-01-06,14
02-01-06,20
01-01-06,13

