Datum Zeit,Freiberg PM10
,µg/m³
31-01-06,40
30-01-06,
29-01-06,
28-01-06,77
27-01-06,69
26-01-06,68
25-01-06,67
24-01-06,27
23-01-06,67
22-01-06,45
21-01-06,9
20-01-06,14
19-01-06,50
18-01-06,30
17-01-06,38
16-01-06,56
15-01-06,54
14-01-06,71
13-01-06,64
12-01-06,
11-01-06,19
10-01-06,62
09-01-06,35
08-01-06,29
07-01-06,48
06-01-06,35
05-01-06,27
04-01-06,20
03-01-06,20
02-01-06,30
01-01-06,29

