Datum Zeit,Dresden-Nord PM2.5
,µg/m³
31-03-14,40.98
30-03-14,35.81
29-03-14,38.29
28-03-14,32.15
27-03-14,22.82
26-03-14,14.25
25-03-14,12.54
24-03-14,15.29
23-03-14,9.24
22-03-14,10.87
21-03-14,10.49
20-03-14,8.57
19-03-14,12.07
18-03-14,29.03
17-03-14,12.89
16-03-14,6.40
15-03-14,21.55
14-03-14,46.10
13-03-14,31.56
12-03-14,36.26
11-03-14,38.59
10-03-14,35.17
09-03-14,47.48
08-03-14,55.04
07-03-14,45.99
06-03-14,63.62
05-03-14,41.74
04-03-14,23.76
03-03-14,28.60
02-03-14,40.16
01-03-14,33.72

