Datum Zeit,Goerlitz PM10
,µg/m³
31-03-14,55
30-03-14,47
29-03-14,57
28-03-14,46
27-03-14,31
26-03-14,23
25-03-14,16
24-03-14,10
23-03-14,9
22-03-14,18
21-03-14,19
20-03-14,21
19-03-14,16
18-03-14,36
17-03-14,18
16-03-14,4
15-03-14,32
14-03-14,69
13-03-14,53
12-03-14,47
11-03-14,57
10-03-14,51
09-03-14,63
08-03-14,73
07-03-14,66
06-03-14,56
05-03-14,77
04-03-14,61
03-03-14,62
02-03-14,40
01-03-14,50

