Datum Zeit,Dresden-Winckelmannstr. PM2.5
,µg/m³
31-03-14,38.98
30-03-14,37.26
29-03-14,38.23
28-03-14,32.48
27-03-14,23.26
26-03-14,14.82
25-03-14,11.44
24-03-14,12.84
23-03-14,7.60
22-03-14,11.13
21-03-14,8.43
20-03-14,6.78
19-03-14,11.37
18-03-14,25.89
17-03-14,11.15
16-03-14,6.61
15-03-14,18.66
14-03-14,46.71
13-03-14,32.04
12-03-14,38.03
11-03-14,39.73
10-03-14,38.29
09-03-14,53.02
08-03-14,57.19
07-03-14,49.12
06-03-14,69.01
05-03-14,41.56
04-03-14,24.55
03-03-14,27.00
02-03-14,35.48
01-03-14,34.62

