Datum Zeit,Chemnitz-Leipziger Str. PM2.5
,µg/m³
31-03-14,46.20
30-03-14,38.17
29-03-14,37.05
28-03-14,32.27
27-03-14,20.51
26-03-14,18.87
25-03-14,19.32
24-03-14,16.01
23-03-14,8.60
22-03-14,10.45
21-03-14,11.48
20-03-14,10.40
19-03-14,10.01
18-03-14,29.11
17-03-14,13.06
16-03-14,6.92
15-03-14,20.00
14-03-14,48.96
13-03-14,41.89
12-03-14,38.54
11-03-14,43.85
10-03-14,42.21
09-03-14,39.12
08-03-14,49.31
07-03-14,48.41
06-03-14,57.31
05-03-14,43.47
04-03-14,33.34
03-03-14,33.31
02-03-14,35.72
01-03-14,28.09

