Datum Zeit,Leipzig-Mitte PM2.5
,µg/m³
31-03-14,53.80
30-03-14,48.02
29-03-14,36.78
28-03-14,34.94
27-03-14,23.86
26-03-14,21.10
25-03-14,14.58
24-03-14,17.51
23-03-14,13.02
22-03-14,12.82
21-03-14,16.00
20-03-14,10.58
19-03-14,14.21
18-03-14,33.02
17-03-14,16.15
16-03-14,9.59
15-03-14,24.10
14-03-14,59.29
13-03-14,48.11
12-03-14,25.58
11-03-14,55.55
10-03-14,48.92
09-03-14,52.49
08-03-14,48.86
07-03-14,44.80
06-03-14,54.76
05-03-14,46.46
04-03-14,46.15
03-03-14,36.93
02-03-14,35.04
01-03-14,31.89

