Datum Zeit,Borna PM10
,µg/m³
31-03-14,71
30-03-14,57
29-03-14,47
28-03-14,46
27-03-14,30
26-03-14,26
25-03-14,23
24-03-14,19
23-03-14,13
22-03-14,13
21-03-14,21
20-03-14,18
19-03-14,
18-03-14,42
17-03-14,24
16-03-14,25
15-03-14,42
14-03-14,72
13-03-14,59
12-03-14,41
11-03-14,73
10-03-14,57
09-03-14,57
08-03-14,65
07-03-14,58
06-03-14,79
05-03-14,
04-03-14,52
03-03-14,36
02-03-14,40
01-03-14,33

