Datum Zeit,Leipzig-West PM10
,µg/m³
31-03-14,64
30-03-14,53
29-03-14,46
28-03-14,43
27-03-14,25
26-03-14,22
25-03-14,16
24-03-14,19
23-03-14,13
22-03-14,12
21-03-14,20
20-03-14,
19-03-14,15
18-03-14,38
17-03-14,19
16-03-14,11
15-03-14,29
14-03-14,64
13-03-14,51
12-03-14,29
11-03-14,66
10-03-14,54
09-03-14,56
08-03-14,59
07-03-14,53
06-03-14,73
05-03-14,50
04-03-14,46
03-03-14,35
02-03-14,36
01-03-14,30

