Datum Zeit,Annaberg-Buchholz PM10
,µg/m³
31-03-17,
30-03-17,
29-03-17,
28-03-17,
27-03-17,17
26-03-17,18
25-03-17,26
24-03-17,29
23-03-17,19
22-03-17,12
21-03-17,8
20-03-17,8
19-03-17,6
18-03-17,6
17-03-17,25
16-03-17,23
15-03-17,26
14-03-17,28
13-03-17,29
12-03-17,21
11-03-17,22
10-03-17,9
09-03-17,6
08-03-17,15
07-03-17,7
06-03-17,6
05-03-17,8
04-03-17,22
03-03-17,17
02-03-17,7
01-03-17,5

