Datum Zeit,Collmberg PM10
,µg/m³
31-03-17,
30-03-17,
29-03-17,
28-03-17,
27-03-17,
26-03-17,
25-03-17,
24-03-17,
23-03-17,
22-03-17,
21-03-17,
20-03-17,
19-03-17,7
18-03-17,7
17-03-17,25
16-03-17,21
15-03-17,23
14-03-17,29
13-03-17,22
12-03-17,17
11-03-17,17
10-03-17,8
09-03-17,8
08-03-17,16
07-03-17,6
06-03-17,4
05-03-17,6
04-03-17,16
03-03-17,10
02-03-17,6
01-03-17,2

