Datum Zeit,Leipzig-Mitte PM10
,µg/m³
31-03-17,
30-03-17,
29-03-17,
28-03-17,
27-03-17,
26-03-17,
25-03-17,
24-03-17,
23-03-17,
22-03-17,
21-03-17,
20-03-17,
19-03-17,12
18-03-17,13
17-03-17,40
16-03-17,41
15-03-17,38
14-03-17,49
13-03-17,38
12-03-17,23
11-03-17,39
10-03-17,19
09-03-17,18
08-03-17,28
07-03-17,17
06-03-17,13
05-03-17,13
04-03-17,31
03-03-17,26
02-03-17,13
01-03-17,11

