Datum Zeit,Dresden-Bergstraße O3
,µg/m³
01-04-17 00:00,
31-03-17 23:00,
31-03-17 22:00,
31-03-17 21:00,
31-03-17 20:00,
31-03-17 19:00,
31-03-17 18:00,
31-03-17 17:00,
31-03-17 16:00,
31-03-17 15:00,
31-03-17 14:00,
31-03-17 13:00,
31-03-17 12:00,
31-03-17 11:00,
31-03-17 10:00,
31-03-17 09:00,
31-03-17 08:00,
31-03-17 07:00,
31-03-17 06:00,
31-03-17 05:00,
31-03-17 04:00,
31-03-17 03:00,
31-03-17 02:00,
31-03-17 01:00,
31-03-17 00:00,
30-03-17 23:00,
30-03-17 22:00,
30-03-17 21:00,
30-03-17 20:00,
30-03-17 19:00,
30-03-17 18:00,
30-03-17 17:00,
30-03-17 16:00,
30-03-17 15:00,
30-03-17 14:00,
30-03-17 13:00,
30-03-17 12:00,
30-03-17 11:00,
30-03-17 10:00,
30-03-17 09:00,
30-03-17 08:00,
30-03-17 07:00,
30-03-17 06:00,
30-03-17 05:00,
30-03-17 04:00,51
30-03-17 03:00,50
30-03-17 02:00,53
30-03-17 01:00,48
30-03-17 00:00,51
29-03-17 23:00,52
29-03-17 22:00,42
29-03-17 21:00,49
29-03-17 20:00,54
29-03-17 19:00,49
29-03-17 18:00,48
29-03-17 17:00,61
29-03-17 16:00,67
29-03-17 15:00,79
29-03-17 14:00,83
29-03-17 13:00,83
29-03-17 12:00,80
29-03-17 11:00,80
29-03-17 10:00,66
29-03-17 09:00,54
29-03-17 08:00,39
29-03-17 07:00,4
29-03-17 06:00,3
29-03-17 05:00,25
29-03-17 04:00,53
29-03-17 03:00,66
29-03-17 02:00,57
29-03-17 01:00,77
29-03-17 00:00,77
28-03-17 23:00,47
28-03-17 22:00,11
28-03-17 21:00,50
28-03-17 20:00,16
28-03-17 19:00,29
28-03-17 18:00,69
28-03-17 17:00,59
28-03-17 16:00,63
28-03-17 15:00,71
28-03-17 14:00,73
28-03-17 13:00,76
28-03-17 12:00,70
28-03-17 11:00,39
28-03-17 10:00,31
28-03-17 09:00,21
28-03-17 08:00,7
28-03-17 07:00,3
28-03-17 06:00,5
28-03-17 05:00,3
28-03-17 04:00,23
28-03-17 03:00,35
28-03-17 02:00,15
28-03-17 01:00,8
28-03-17 00:00,4
27-03-17 23:00,7
27-03-17 22:00,3
27-03-17 21:00,3
27-03-17 20:00,2
27-03-17 19:00,10
27-03-17 18:00,35
27-03-17 17:00,55
27-03-17 16:00,56
27-03-17 15:00,50
27-03-17 14:00,65
27-03-17 13:00,62
27-03-17 12:00,64
27-03-17 11:00,47
27-03-17 10:00,22
27-03-17 09:00,13
27-03-17 08:00,7
27-03-17 07:00,3
27-03-17 06:00,2
27-03-17 05:00,11
27-03-17 04:00,14
27-03-17 03:00,26
27-03-17 02:00,28
27-03-17 01:00,25
27-03-17 00:00,17
26-03-17 23:00,16
26-03-17 22:00,24
26-03-17 21:00,21
26-03-17 20:00,15
26-03-17 19:00,52
26-03-17 18:00,65
26-03-17 17:00,81
26-03-17 16:00,86
26-03-17 15:00,89
26-03-17 14:00,83
26-03-17 13:00,83
26-03-17 12:00,72
26-03-17 11:00,73
26-03-17 10:00,60
26-03-17 09:00,31
26-03-17 08:00,15
26-03-17 07:00,7
26-03-17 06:00,5
26-03-17 05:00,16
26-03-17 04:00,24
26-03-17 03:00,17
26-03-17 02:00,31
26-03-17 01:00,53
26-03-17 00:00,53
25-03-17 23:00,49
25-03-17 22:00,49
25-03-17 21:00,53
25-03-17 20:00,54
25-03-17 19:00,48
25-03-17 18:00,72
25-03-17 17:00,74
25-03-17 16:00,82
25-03-17 15:00,78
25-03-17 14:00,82
25-03-17 13:00,72
25-03-17 12:00,49
25-03-17 11:00,29
25-03-17 10:00,21
25-03-17 09:00,20
25-03-17 08:00,13
25-03-17 07:00,6
25-03-17 06:00,8
25-03-17 05:00,8
25-03-17 04:00,12
25-03-17 03:00,15
25-03-17 02:00,4
25-03-17 01:00,2
25-03-17 00:00,2
24-03-17 23:00,2
24-03-17 22:00,2
24-03-17 21:00,2
24-03-17 20:00,5
24-03-17 19:00,40
24-03-17 18:00,59
24-03-17 17:00,58
24-03-17 16:00,72
24-03-17 15:00,73
24-03-17 14:00,75
24-03-17 13:00,74
24-03-17 12:00,67
24-03-17 11:00,47
24-03-17 10:00,23
24-03-17 09:00,18
24-03-17 08:00,15
24-03-17 07:00,19
24-03-17 06:00,23
24-03-17 05:00,29
24-03-17 04:00,31
24-03-17 03:00,33
24-03-17 02:00,37
24-03-17 01:00,38
24-03-17 00:00,33
23-03-17 23:00,32
23-03-17 22:00,26
23-03-17 21:00,32
23-03-17 20:00,25
23-03-17 19:00,17
23-03-17 18:00,16
23-03-17 17:00,22
23-03-17 16:00,22
23-03-17 15:00,25
23-03-17 14:00,36
23-03-17 13:00,38
23-03-17 12:00,34
23-03-17 11:00,45
23-03-17 10:00,35
23-03-17 09:00,35
23-03-17 08:00,
23-03-17 07:00,33
23-03-17 06:00,42
23-03-17 05:00,49
23-03-17 04:00,61
23-03-17 03:00,63
23-03-17 02:00,62
23-03-17 01:00,63
23-03-17 00:00,60
22-03-17 23:00,55
22-03-17 22:00,66
22-03-17 21:00,68
22-03-17 20:00,64
22-03-17 19:00,65
22-03-17 18:00,58
22-03-17 17:00,63
22-03-17 16:00,66
22-03-17 15:00,67
22-03-17 14:00,67
22-03-17 13:00,71
22-03-17 12:00,74
22-03-17 11:00,57
22-03-17 10:00,34
22-03-17 09:00,10
22-03-17 08:00,7
22-03-17 07:00,15
22-03-17 06:00,30
22-03-17 05:00,32
22-03-17 04:00,39
22-03-17 03:00,44
22-03-17 02:00,59
22-03-17 01:00,66
22-03-17 00:00,67
21-03-17 23:00,75
21-03-17 22:00,72
21-03-17 21:00,66
21-03-17 20:00,55
21-03-17 19:00,39
21-03-17 18:00,34
21-03-17 17:00,36
21-03-17 16:00,36
21-03-17 15:00,45
21-03-17 14:00,44
21-03-17 13:00,55
21-03-17 12:00,50
21-03-17 11:00,57
21-03-17 10:00,51
21-03-17 09:00,47
21-03-17 08:00,46
21-03-17 07:00,54
21-03-17 06:00,62
21-03-17 05:00,61
21-03-17 04:00,63
21-03-17 03:00,65
21-03-17 02:00,66
21-03-17 01:00,66
21-03-17 00:00,58
20-03-17 23:00,26
20-03-17 22:00,27
20-03-17 21:00,19
20-03-17 20:00,15
