Datum Zeit,Dresden-Winckelmannstr. O3
,µg/m³
01-04-17 00:00,
31-03-17 23:00,
31-03-17 22:00,
31-03-17 21:00,
31-03-17 20:00,
31-03-17 19:00,
31-03-17 18:00,
31-03-17 17:00,
31-03-17 16:00,
31-03-17 15:00,
31-03-17 14:00,
31-03-17 13:00,
31-03-17 12:00,
31-03-17 11:00,
31-03-17 10:00,
31-03-17 09:00,
31-03-17 08:00,
31-03-17 07:00,
31-03-17 06:00,
31-03-17 05:00,
31-03-17 04:00,
31-03-17 03:00,
31-03-17 02:00,
31-03-17 01:00,
31-03-17 00:00,
30-03-17 23:00,
30-03-17 22:00,
30-03-17 21:00,
30-03-17 20:00,
30-03-17 19:00,
30-03-17 18:00,
30-03-17 17:00,
30-03-17 16:00,
30-03-17 15:00,
30-03-17 14:00,
30-03-17 13:00,
30-03-17 12:00,
30-03-17 11:00,
30-03-17 10:00,
30-03-17 09:00,
30-03-17 08:00,
30-03-17 07:00,
30-03-17 06:00,
30-03-17 05:00,
30-03-17 04:00,
30-03-17 03:00,
30-03-17 02:00,
30-03-17 01:00,
30-03-17 00:00,
29-03-17 23:00,
29-03-17 22:00,
29-03-17 21:00,
29-03-17 20:00,
29-03-17 19:00,
29-03-17 18:00,
29-03-17 17:00,
29-03-17 16:00,
29-03-17 15:00,
29-03-17 14:00,
29-03-17 13:00,
29-03-17 12:00,
29-03-17 11:00,
29-03-17 10:00,
29-03-17 09:00,
29-03-17 08:00,
29-03-17 07:00,
29-03-17 06:00,
29-03-17 05:00,
29-03-17 04:00,55
29-03-17 03:00,64
29-03-17 02:00,51
29-03-17 01:00,24
29-03-17 00:00,23
28-03-17 23:00,7
28-03-17 22:00,5
28-03-17 21:00,25
28-03-17 20:00,19
28-03-17 19:00,68
28-03-17 18:00,99
28-03-17 17:00,98
28-03-17 16:00,97
28-03-17 15:00,98
28-03-17 14:00,98
28-03-17 13:00,96
28-03-17 12:00,84
28-03-17 11:00,57
28-03-17 10:00,44
28-03-17 09:00,30
28-03-17 08:00,12
28-03-17 07:00,15
28-03-17 06:00,14
28-03-17 05:00,21
28-03-17 04:00,38
28-03-17 03:00,34
28-03-17 02:00,9
28-03-17 01:00,5
28-03-17 00:00,5
27-03-17 23:00,12
27-03-17 22:00,21
27-03-17 21:00,10
27-03-17 20:00,22
27-03-17 19:00,72
27-03-17 18:00,86
27-03-17 17:00,101
27-03-17 16:00,94
27-03-17 15:00,91
27-03-17 14:00,90
27-03-17 13:00,89
27-03-17 12:00,85
27-03-17 11:00,65
27-03-17 10:00,34
27-03-17 09:00,24
27-03-17 08:00,11
27-03-17 07:00,6
27-03-17 06:00,9
27-03-17 05:00,20
27-03-17 04:00,29
27-03-17 03:00,35
27-03-17 02:00,33
27-03-17 01:00,35
27-03-17 00:00,30
26-03-17 23:00,27
26-03-17 22:00,20
26-03-17 21:00,37
26-03-17 20:00,66
26-03-17 19:00,83
26-03-17 18:00,89
26-03-17 17:00,94
26-03-17 16:00,96
26-03-17 15:00,95
26-03-17 14:00,93
26-03-17 13:00,93
26-03-17 12:00,88
26-03-17 11:00,82
26-03-17 10:00,72
26-03-17 09:00,32
26-03-17 08:00,19
26-03-17 07:00,13
26-03-17 06:00,12
26-03-17 05:00,16
26-03-17 04:00,25
26-03-17 03:00,30
26-03-17 02:00,46
26-03-17 01:00,60
26-03-17 00:00,60
25-03-17 23:00,59
25-03-17 22:00,55
25-03-17 21:00,55
25-03-17 20:00,72
25-03-17 19:00,78
25-03-17 18:00,91
25-03-17 17:00,97
25-03-17 16:00,95
25-03-17 15:00,93
25-03-17 14:00,94
25-03-17 13:00,90
25-03-17 12:00,66
25-03-17 11:00,39
25-03-17 10:00,29
25-03-17 09:00,22
25-03-17 08:00,16
25-03-17 07:00,13
25-03-17 06:00,9
25-03-17 05:00,8
25-03-17 04:00,9
25-03-17 03:00,9
25-03-17 02:00,13
25-03-17 01:00,21
25-03-17 00:00,15
24-03-17 23:00,7
24-03-17 22:00,5
24-03-17 21:00,10
24-03-17 20:00,42
24-03-17 19:00,81
24-03-17 18:00,86
24-03-17 17:00,90
24-03-17 16:00,97
24-03-17 15:00,95
24-03-17 14:00,90
24-03-17 13:00,92
24-03-17 12:00,86
24-03-17 11:00,60
24-03-17 10:00,37
24-03-17 09:00,27
24-03-17 08:00,21
24-03-17 07:00,23
24-03-17 06:00,27
24-03-17 05:00,29
24-03-17 04:00,33
24-03-17 03:00,36
24-03-17 02:00,38
24-03-17 01:00,36
24-03-17 00:00,38
23-03-17 23:00,37
23-03-17 22:00,37
23-03-17 21:00,41
23-03-17 20:00,41
23-03-17 19:00,36
23-03-17 18:00,44
23-03-17 17:00,44
23-03-17 16:00,51
23-03-17 15:00,59
23-03-17 14:00,63
23-03-17 13:00,61
23-03-17 12:00,61
23-03-17 11:00,57
23-03-17 10:00,49
23-03-17 09:00,49
23-03-17 08:00,44
23-03-17 07:00,48
23-03-17 06:00,52
23-03-17 05:00,60
23-03-17 04:00,62
23-03-17 03:00,64
23-03-17 02:00,65
23-03-17 01:00,64
23-03-17 00:00,65
22-03-17 23:00,65
22-03-17 22:00,66
22-03-17 21:00,68
22-03-17 20:00,70
22-03-17 19:00,76
22-03-17 18:00,75
22-03-17 17:00,77
22-03-17 16:00,81
22-03-17 15:00,82
22-03-17 14:00,82
22-03-17 13:00,82
22-03-17 12:00,79
22-03-17 11:00,66
22-03-17 10:00,38
22-03-17 09:00,23
22-03-17 08:00,16
22-03-17 07:00,25
22-03-17 06:00,25
22-03-17 05:00,25
22-03-17 04:00,42
22-03-17 03:00,53
22-03-17 02:00,60
22-03-17 01:00,68
22-03-17 00:00,72
21-03-17 23:00,79
21-03-17 22:00,79
21-03-17 21:00,78
21-03-17 20:00,66
21-03-17 19:00,63
21-03-17 18:00,51
21-03-17 17:00,60
21-03-17 16:00,57
21-03-17 15:00,58
21-03-17 14:00,69
21-03-17 13:00,68
21-03-17 12:00,70
21-03-17 11:00,72
21-03-17 10:00,68
21-03-17 09:00,68
21-03-17 08:00,60
21-03-17 07:00,62
21-03-17 06:00,66
21-03-17 05:00,66
21-03-17 04:00,67
21-03-17 03:00,69
21-03-17 02:00,69
21-03-17 01:00,68
21-03-17 00:00,64
20-03-17 23:00,46
20-03-17 22:00,48
20-03-17 21:00,39
20-03-17 20:00,46
20-03-17 19:00,61
20-03-17 18:00,66
