Datum Zeit,Freiberg PM2.5
,µg/m³
31-03-17,
30-03-17,
29-03-17,
28-03-17,
27-03-17,
26-03-17,
25-03-17,
24-03-17,
23-03-17,
22-03-17,
21-03-17,
20-03-17,
19-03-17,
18-03-17,
17-03-17,
16-03-17,25.51
15-03-17,25.64
14-03-17,26.06
13-03-17,25.30
12-03-17,14.01
11-03-17,23.15
10-03-17,8.73
09-03-17,
08-03-17,15.82
07-03-17,11.75
06-03-17,4.95
05-03-17,6.82
04-03-17,14.82
03-03-17,15.03
02-03-17,6.09
01-03-17,7.63

