Datum Zeit,Dresden-Nord O3
,µg/m³
01-03-04 00:00,34
29-02-04 23:00,27
29-02-04 22:00,40
29-02-04 21:00,44
29-02-04 20:00,20
29-02-04 19:00,21
29-02-04 18:00,30
29-02-04 17:00,29
29-02-04 16:00,38
29-02-04 15:00,38
29-02-04 14:00,30
29-02-04 13:00,35
29-02-04 12:00,33
29-02-04 11:00,33
29-02-04 10:00,14
29-02-04 09:00,5
29-02-04 08:00,2
29-02-04 07:00,1
29-02-04 06:00,1
29-02-04 05:00,1
29-02-04 04:00,1
29-02-04 03:00,1
29-02-04 02:00,1
29-02-04 01:00,1
29-02-04 00:00,1
28-02-04 23:00,4
28-02-04 22:00,12
28-02-04 21:00,18
28-02-04 20:00,14
28-02-04 19:00,26
28-02-04 18:00,29
28-02-04 17:00,44
28-02-04 16:00,49
28-02-04 15:00,55
28-02-04 14:00,53
28-02-04 13:00,45
28-02-04 12:00,33
28-02-04 11:00,21
28-02-04 10:00,18
28-02-04 09:00,10
28-02-04 08:00,5
28-02-04 07:00,6
28-02-04 06:00,7
28-02-04 05:00,6
28-02-04 04:00,4
28-02-04 03:00,1
28-02-04 02:00,1
28-02-04 01:00,1
28-02-04 00:00,1
27-02-04 23:00,1
27-02-04 22:00,2
27-02-04 21:00,1
27-02-04 20:00,2
27-02-04 19:00,1
27-02-04 18:00,12
27-02-04 17:00,23
27-02-04 16:00,27
27-02-04 15:00,29
27-02-04 14:00,32
27-02-04 13:00,23
27-02-04 12:00,10
27-02-04 11:00,9
27-02-04 10:00,7
27-02-04 09:00,5
27-02-04 08:00,3
27-02-04 07:00,2
27-02-04 06:00,8
27-02-04 05:00,15
27-02-04 04:00,7
27-02-04 03:00,3
27-02-04 02:00,3
27-02-04 01:00,13
27-02-04 00:00,3
26-02-04 23:00,7
26-02-04 22:00,18
26-02-04 21:00,24
26-02-04 20:00,17
26-02-04 19:00,14
26-02-04 18:00,21
26-02-04 17:00,16
26-02-04 16:00,18
26-02-04 15:00,20
26-02-04 14:00,18
26-02-04 13:00,23
26-02-04 12:00,15
26-02-04 11:00,13
26-02-04 10:00,10
26-02-04 09:00,4
26-02-04 08:00,2
26-02-04 07:00,4
26-02-04 06:00,15
26-02-04 05:00,25
26-02-04 04:00,27
26-02-04 03:00,27
26-02-04 02:00,33
26-02-04 01:00,28
26-02-04 00:00,27
25-02-04 23:00,16
25-02-04 22:00,12
25-02-04 21:00,10
25-02-04 20:00,7
25-02-04 19:00,6
25-02-04 18:00,12
25-02-04 17:00,17
25-02-04 16:00,17
25-02-04 15:00,21
25-02-04 14:00,20
25-02-04 13:00,24
25-02-04 12:00,23
25-02-04 11:00,22
25-02-04 10:00,19
