Datum Zeit,Plauen-DWD O3
,µg/m³
01-03-04 00:00,59
29-02-04 23:00,58
29-02-04 22:00,53
29-02-04 21:00,61
29-02-04 20:00,66
29-02-04 19:00,68
29-02-04 18:00,63
29-02-04 17:00,62
29-02-04 16:00,69
29-02-04 15:00,77
29-02-04 14:00,77
29-02-04 13:00,66
29-02-04 12:00,48
29-02-04 11:00,32
29-02-04 10:00,18
29-02-04 09:00,11
29-02-04 08:00,7
29-02-04 07:00,11
29-02-04 06:00,12
29-02-04 05:00,10
29-02-04 04:00,8
29-02-04 03:00,10
29-02-04 02:00,7
29-02-04 01:00,15
29-02-04 00:00,20
28-02-04 23:00,31
28-02-04 22:00,41
28-02-04 21:00,47
28-02-04 20:00,45
28-02-04 19:00,64
28-02-04 18:00,84
28-02-04 17:00,87
28-02-04 16:00,86
28-02-04 15:00,81
28-02-04 14:00,90
28-02-04 13:00,85
28-02-04 12:00,75
28-02-04 11:00,56
28-02-04 10:00,42
28-02-04 09:00,20
28-02-04 08:00,25
28-02-04 07:00,26
28-02-04 06:00,17
28-02-04 05:00,15
28-02-04 04:00,16
28-02-04 03:00,12
28-02-04 02:00,9
28-02-04 01:00,8
28-02-04 00:00,6
27-02-04 23:00,1
27-02-04 22:00,5
27-02-04 21:00,4
27-02-04 20:00,13
27-02-04 19:00,19
27-02-04 18:00,45
27-02-04 17:00,70
27-02-04 16:00,62
27-02-04 15:00,57
27-02-04 14:00,56
27-02-04 13:00,50
27-02-04 12:00,44
27-02-04 11:00,35
27-02-04 10:00,33
27-02-04 09:00,26
27-02-04 08:00,28
27-02-04 07:00,19
27-02-04 06:00,16
27-02-04 05:00,15
27-02-04 04:00,9
27-02-04 03:00,5
27-02-04 02:00,31
27-02-04 01:00,41
27-02-04 00:00,46
26-02-04 23:00,42
26-02-04 22:00,49
26-02-04 21:00,61
26-02-04 20:00,58
26-02-04 19:00,68
26-02-04 18:00,67
26-02-04 17:00,80
26-02-04 16:00,73
26-02-04 15:00,70
26-02-04 14:00,72
26-02-04 13:00,66
26-02-04 12:00,56
26-02-04 11:00,52
26-02-04 10:00,46
26-02-04 09:00,45
26-02-04 08:00,45
26-02-04 07:00,44
26-02-04 06:00,49
26-02-04 05:00,47
26-02-04 04:00,52
26-02-04 03:00,53
26-02-04 02:00,50
26-02-04 01:00,47
26-02-04 00:00,44
25-02-04 23:00,40
25-02-04 22:00,36
25-02-04 21:00,43
25-02-04 20:00,48
25-02-04 19:00,54
25-02-04 18:00,51
25-02-04 17:00,50
25-02-04 16:00,53
25-02-04 15:00,53
25-02-04 14:00,59
25-02-04 13:00,58
25-02-04 12:00,58
25-02-04 11:00,53
25-02-04 10:00,51
25-02-04 09:00,56
25-02-04 08:00,52
25-02-04 07:00,48
25-02-04 06:00,50
25-02-04 05:00,51
25-02-04 04:00,49
25-02-04 03:00,53
25-02-04 02:00,53
25-02-04 01:00,51
25-02-04 00:00,53
24-02-04 23:00,55
24-02-04 22:00,54
24-02-04 21:00,57
24-02-04 20:00,65
24-02-04 19:00,67
24-02-04 18:00,82
24-02-04 17:00,88
24-02-04 16:00,85
24-02-04 15:00,85
24-02-04 14:00,82
24-02-04 13:00,83
24-02-04 12:00,79
24-02-04 11:00,74
24-02-04 10:00,56
24-02-04 09:00,42
24-02-04 08:00,40
24-02-04 07:00,48
24-02-04 06:00,47
24-02-04 05:00,52
24-02-04 04:00,59
24-02-04 03:00,63
24-02-04 02:00,61
24-02-04 01:00,62
24-02-04 00:00,65
23-02-04 23:00,60
23-02-04 22:00,53
23-02-04 21:00,59
23-02-04 20:00,67
23-02-04 19:00,68
23-02-04 18:00,70
23-02-04 17:00,70
23-02-04 16:00,72
23-02-04 15:00,73
23-02-04 14:00,71
23-02-04 13:00,73
23-02-04 12:00,71
23-02-04 11:00,73
23-02-04 10:00,70
23-02-04 09:00,70
23-02-04 08:00,63
23-02-04 07:00,67
23-02-04 06:00,70
23-02-04 05:00,56
23-02-04 04:00,61
23-02-04 03:00,68
23-02-04 02:00,58
23-02-04 01:00,34
23-02-04 00:00,36
22-02-04 23:00,37
22-02-04 22:00,44
22-02-04 21:00,50
22-02-04 20:00,52
22-02-04 19:00,38
22-02-04 18:00,27
22-02-04 17:00,23
22-02-04 16:00,31
22-02-04 15:00,36
22-02-04 14:00,41
22-02-04 13:00,48
22-02-04 12:00,50
22-02-04 11:00,44
22-02-04 10:00,38
22-02-04 09:00,52
22-02-04 08:00,55
22-02-04 07:00,54
22-02-04 06:00,45
22-02-04 05:00,52
22-02-04 04:00,57
22-02-04 03:00,63
22-02-04 02:00,67
22-02-04 01:00,68
22-02-04 00:00,69
21-02-04 23:00,73
21-02-04 22:00,76
21-02-04 21:00,80
21-02-04 20:00,83
21-02-04 19:00,84
21-02-04 18:00,82
21-02-04 17:00,82
21-02-04 16:00,79
21-02-04 15:00,79
21-02-04 14:00,74
21-02-04 13:00,75
21-02-04 12:00,75
21-02-04 11:00,72
21-02-04 10:00,70
21-02-04 09:00,66
21-02-04 08:00,59
21-02-04 07:00,63
21-02-04 06:00,65
21-02-04 05:00,60
21-02-04 04:00,65
21-02-04 03:00,64
21-02-04 02:00,66
21-02-04 01:00,69
21-02-04 00:00,69
20-02-04 23:00,72
20-02-04 22:00,74
20-02-04 21:00,76
20-02-04 20:00,73
20-02-04 19:00,72
20-02-04 18:00,73
20-02-04 17:00,76
20-02-04 16:00,78
20-02-04 15:00,78
20-02-04 14:00,77
20-02-04 13:00,70
20-02-04 12:00,61
20-02-04 11:00,47
20-02-04 10:00,24
20-02-04 09:00,8
20-02-04 08:00,4
20-02-04 07:00,9
20-02-04 06:00,24
20-02-04 05:00,41
20-02-04 04:00,51
20-02-04 03:00,56
20-02-04 02:00,58
20-02-04 01:00,61
20-02-04 00:00,60
19-02-04 23:00,57
19-02-04 22:00,53
19-02-04 21:00,49
19-02-04 20:00,49
19-02-04 19:00,50
19-02-04 18:00,52
19-02-04 17:00,53
19-02-04 16:00,53
19-02-04 15:00,55
19-02-04 14:00,56
19-02-04 13:00,53
19-02-04 12:00,58
19-02-04 11:00,59
19-02-04 10:00,59
19-02-04 09:00,56
19-02-04 08:00,48
19-02-04 07:00,13
19-02-04 06:00,2
19-02-04 05:00,1
19-02-04 04:00,7
19-02-04 03:00,9
19-02-04 02:00,13
19-02-04 01:00,13
19-02-04 00:00,18
18-02-04 23:00,26
18-02-04 22:00,10
18-02-04 21:00,21
18-02-04 20:00,32
18-02-04 19:00,52
18-02-04 18:00,57
18-02-04 17:00,69
18-02-04 16:00,72
18-02-04 15:00,73
18-02-04 14:00,72
18-02-04 13:00,71
18-02-04 12:00,70
18-02-04 11:00,68
18-02-04 10:00,63
18-02-04 09:00,60
18-02-04 08:00,55
18-02-04 07:00,52
18-02-04 06:00,50
