Datum Zeit,Glauchau O3
,µg/m³
01-03-04 00:00,51
29-02-04 23:00,41
29-02-04 22:00,40
29-02-04 21:00,42
29-02-04 20:00,47
29-02-04 19:00,50
29-02-04 18:00,59
29-02-04 17:00,58
29-02-04 16:00,51
29-02-04 15:00,50
29-02-04 14:00,54
29-02-04 13:00,60
29-02-04 12:00,45
29-02-04 11:00,25
29-02-04 10:00,14
29-02-04 09:00,8
29-02-04 08:00,2
29-02-04 07:00,1
29-02-04 06:00,1
29-02-04 05:00,1
29-02-04 04:00,1
29-02-04 03:00,1
29-02-04 02:00,2
29-02-04 01:00,1
29-02-04 00:00,3
28-02-04 23:00,11
28-02-04 22:00,29
28-02-04 21:00,27
28-02-04 20:00,35
28-02-04 19:00,30
28-02-04 18:00,58
28-02-04 17:00,68
28-02-04 16:00,76
28-02-04 15:00,84
28-02-04 14:00,81
28-02-04 13:00,77
28-02-04 12:00,63
28-02-04 11:00,43
28-02-04 10:00,35
28-02-04 09:00,23
28-02-04 08:00,12
28-02-04 07:00,4
28-02-04 06:00,1
28-02-04 05:00,1
28-02-04 04:00,1
28-02-04 03:00,1
28-02-04 02:00,1
28-02-04 01:00,1
28-02-04 00:00,2
27-02-04 23:00,2
27-02-04 22:00,4
27-02-04 21:00,3
27-02-04 20:00,3
27-02-04 19:00,4
27-02-04 18:00,30
27-02-04 17:00,42
27-02-04 16:00,43
27-02-04 15:00,49
27-02-04 14:00,40
27-02-04 13:00,30
27-02-04 12:00,23
27-02-04 11:00,19
27-02-04 10:00,18
27-02-04 09:00,6
27-02-04 08:00,6
27-02-04 07:00,3
27-02-04 06:00,2
27-02-04 05:00,2
27-02-04 04:00,1
27-02-04 03:00,1
27-02-04 02:00,2
27-02-04 01:00,2
27-02-04 00:00,2
26-02-04 23:00,3
26-02-04 22:00,3
26-02-04 21:00,4
26-02-04 20:00,2
26-02-04 19:00,14
26-02-04 18:00,38
26-02-04 17:00,45
26-02-04 16:00,26
26-02-04 15:00,26
26-02-04 14:00,32
26-02-04 13:00,25
26-02-04 12:00,24
26-02-04 11:00,38
26-02-04 10:00,32
26-02-04 09:00,27
26-02-04 08:00,16
26-02-04 07:00,20
26-02-04 06:00,29
26-02-04 05:00,46
26-02-04 04:00,49
26-02-04 03:00,45
26-02-04 02:00,40
26-02-04 01:00,39
26-02-04 00:00,33
25-02-04 23:00,34
25-02-04 22:00,33
25-02-04 21:00,35
25-02-04 20:00,30
