Datum Zeit,Dresden-Nord PM2.5
,µg/m³
29-02-04,40.54
28-02-04,30.63
27-02-04,30.50
26-02-04,26.74
25-02-04,24.86
24-02-04,16.68
23-02-04,15.15
22-02-04,32.87
21-02-04,14.86
20-02-04,18.28
19-02-04,13.19
18-02-04,17.85
17-02-04,33.46
16-02-04,21.62
15-02-04,18.81
14-02-04,22.32
13-02-04,18.56
12-02-04,17.39
11-02-04,10.78
10-02-04,11.93
09-02-04,6.54
08-02-04,4.78
07-02-04,10.01
06-02-04,19.79
05-02-04,13.96
04-02-04,13.40
03-02-04,16.96
02-02-04,14.82
01-02-04,7.68

