Datum Zeit,Carlsfeld O3
,µg/m³
01-03-04 00:00,62
29-02-04 23:00,64
29-02-04 22:00,66
29-02-04 21:00,71
29-02-04 20:00,70
29-02-04 19:00,72
29-02-04 18:00,72
29-02-04 17:00,77
29-02-04 16:00,77
29-02-04 15:00,79
29-02-04 14:00,80
29-02-04 13:00,79
29-02-04 12:00,77
29-02-04 11:00,76
29-02-04 10:00,72
29-02-04 09:00,70
29-02-04 08:00,63
29-02-04 07:00,49
29-02-04 06:00,50
29-02-04 05:00,55
29-02-04 04:00,64
29-02-04 03:00,63
29-02-04 02:00,56
29-02-04 01:00,56
29-02-04 00:00,60
28-02-04 23:00,68
28-02-04 22:00,74
28-02-04 21:00,73
28-02-04 20:00,76
28-02-04 19:00,84
28-02-04 18:00,87
28-02-04 17:00,89
28-02-04 16:00,89
28-02-04 15:00,93
28-02-04 14:00,89
28-02-04 13:00,88
28-02-04 12:00,84
28-02-04 11:00,81
28-02-04 10:00,72
28-02-04 09:00,67
28-02-04 08:00,59
28-02-04 07:00,59
28-02-04 06:00,54
28-02-04 05:00,54
28-02-04 04:00,51
28-02-04 03:00,48
28-02-04 02:00,44
28-02-04 01:00,46
28-02-04 00:00,52
27-02-04 23:00,54
27-02-04 22:00,50
27-02-04 21:00,50
27-02-04 20:00,57
27-02-04 19:00,61
27-02-04 18:00,67
27-02-04 17:00,75
27-02-04 16:00,77
27-02-04 15:00,72
27-02-04 14:00,67
27-02-04 13:00,68
27-02-04 12:00,67
27-02-04 11:00,67
27-02-04 10:00,62
27-02-04 09:00,55
27-02-04 08:00,55
27-02-04 07:00,52
27-02-04 06:00,55
27-02-04 05:00,61
27-02-04 04:00,64
27-02-04 03:00,63
27-02-04 02:00,61
27-02-04 01:00,63
27-02-04 00:00,63
26-02-04 23:00,69
26-02-04 22:00,71
26-02-04 21:00,72
26-02-04 20:00,72
26-02-04 19:00,69
26-02-04 18:00,62
26-02-04 17:00,62
26-02-04 16:00,69
26-02-04 15:00,73
26-02-04 14:00,73
26-02-04 13:00,70
26-02-04 12:00,71
26-02-04 11:00,67
26-02-04 10:00,68
26-02-04 09:00,67
26-02-04 08:00,64
26-02-04 07:00,68
26-02-04 06:00,64
26-02-04 05:00,64
26-02-04 04:00,56
26-02-04 03:00,54
26-02-04 02:00,60
