Datum Zeit,Borna PM10
,µg/m³
29-02-04,55
28-02-04,43
27-02-04,43
26-02-04,36
25-02-04,32
24-02-04,24
23-02-04,17
22-02-04,41
21-02-04,33
20-02-04,26
19-02-04,15
18-02-04,23
17-02-04,40
16-02-04,34
15-02-04,37
14-02-04,38
13-02-04,27
12-02-04,21
11-02-04,20
10-02-04,17
09-02-04,9
08-02-04,5
07-02-04,16
06-02-04,38
05-02-04,23
04-02-04,22
03-02-04,22
02-02-04,17
01-02-04,13

