Datum Zeit,Carlsfeld PM10
,µg/m³
30-09-13,15
29-09-13,10
28-09-13,9
27-09-13,9
26-09-13,19
25-09-13,41
24-09-13,11
23-09-13,6
22-09-13,7
21-09-13,4
20-09-13,5
19-09-13,6
18-09-13,
17-09-13,
16-09-13,
15-09-13,2
14-09-13,6
13-09-13,9
12-09-13,4
11-09-13,4
10-09-13,4
09-09-13,3
08-09-13,13
07-09-13,14
06-09-13,14
05-09-13,11
04-09-13,8
03-09-13,7
02-09-13,11
01-09-13,9

