Datum Zeit,Klingenthal PM10
,µg/m³
30-09-13,12
29-09-13,12
28-09-13,13
27-09-13,9
26-09-13,18
25-09-13,16
24-09-13,12
23-09-13,8
22-09-13,8
21-09-13,6
20-09-13,7
19-09-13,7
18-09-13,4
17-09-13,6
16-09-13,4
15-09-13,3
14-09-13,8
13-09-13,8
12-09-13,4
11-09-13,5
10-09-13,5
09-09-13,4
08-09-13,16
07-09-13,16
06-09-13,16
05-09-13,11
04-09-13,7
03-09-13,8
02-09-13,11
01-09-13,9

