Datum Zeit,Chemnitz-Leipziger Str. PM10
,µg/m³
30-09-13,17
29-09-13,11
28-09-13,18
27-09-13,25
26-09-13,27
25-09-13,25
24-09-13,21
23-09-13,17
22-09-13,17
21-09-13,22
20-09-13,22
19-09-13,22
18-09-13,14
17-09-13,19
16-09-13,16
15-09-13,8
14-09-13,16
13-09-13,24
12-09-13,21
11-09-13,18
10-09-13,16
09-09-13,10
08-09-13,23
07-09-13,26
06-09-13,27
05-09-13,22
04-09-13,23
03-09-13,20
02-09-13,22
01-09-13,14

