Datum Zeit,Glauchau PM10
,µg/m³
30-09-13,15
29-09-13,12
28-09-13,15
27-09-13,15
26-09-13,20
25-09-13,19
24-09-13,17
23-09-13,14
22-09-13,12
21-09-13,14
20-09-13,12
19-09-13,12
18-09-13,8
17-09-13,11
16-09-13,9
15-09-13,5
14-09-13,11
13-09-13,15
12-09-13,11
11-09-13,9
10-09-13,9
09-09-13,6
08-09-13,18
07-09-13,19
06-09-13,17
05-09-13,15
04-09-13,15
03-09-13,13
02-09-13,16
01-09-13,11

