Datum Zeit,Collmberg PM10
,µg/m³
30-09-13,13
29-09-13,11
28-09-13,8
27-09-13,6
26-09-13,18
25-09-13,10
24-09-13,7
23-09-13,9
22-09-13,11
21-09-13,8
20-09-13,8
19-09-13,8
18-09-13,6
17-09-13,8
16-09-13,7
15-09-13,5
14-09-13,8
13-09-13,14
12-09-13,7
11-09-13,5
10-09-13,6
09-09-13,4
08-09-13,17
07-09-13,17
06-09-13,17
05-09-13,11
04-09-13,8
03-09-13,8
02-09-13,16
01-09-13,11

