Datum Zeit,Leipzig-West PM10
,µg/m³
30-09-13,13
29-09-13,11
28-09-13,15
27-09-13,14
26-09-13,20
25-09-13,11
24-09-13,11
23-09-13,11
22-09-13,13
21-09-13,11
20-09-13,10
19-09-13,9
18-09-13,7
17-09-13,10
16-09-13,7
15-09-13,5
14-09-13,12
13-09-13,16
12-09-13,14
11-09-13,6
10-09-13,7
09-09-13,6
08-09-13,17
07-09-13,19
06-09-13,19
05-09-13,12
04-09-13,16
03-09-13,12
02-09-13,16
01-09-13,12

