Datum Zeit,Dresden-Winckelmannstr. PM2.5
,µg/m³
30-09-13,9.22
29-09-13,9.22
28-09-13,8.44
27-09-13,9.50
26-09-13,14.38
25-09-13,5.94
24-09-13,4.62
23-09-13,5.87
22-09-13,9.78
21-09-13,8.32
20-09-13,6.08
19-09-13,7.12
18-09-13,4.83
17-09-13,4.83
16-09-13,3.70
15-09-13,5.70
14-09-13,8.30
13-09-13,12.97
12-09-13,7.73
11-09-13,4.43
10-09-13,5.05
09-09-13,5.94
08-09-13,15.25
07-09-13,14.02
06-09-13,15.45
05-09-13,9.73
04-09-13,6.46
03-09-13,7.31
02-09-13,9.14
01-09-13,4.29

