Datum Zeit,Leipzig-Mitte PM2.5
,µg/m³
30-09-13,11.10
29-09-13,9.41
28-09-13,14.58
27-09-13,14.83
26-09-13,19.15
25-09-13,38.05
24-09-13,10.57
23-09-13,10.52
22-09-13,12.57
21-09-13,14.18
20-09-13,9.98
19-09-13,10.33
18-09-13,9.25
17-09-13,7.54
16-09-13,6.47
15-09-13,4.89
14-09-13,11.57
13-09-13,16.13
12-09-13,13.59
11-09-13,6.37
10-09-13,6.29
09-09-13,6.92
08-09-13,14.35
07-09-13,15.71
06-09-13,16.74
05-09-13,10.29
04-09-13,15.01
03-09-13,11.03
02-09-13,11.84
01-09-13,5.96

