Datum Zeit,Bautzen PM10
,µg/m³
30-09-13,20
29-09-13,17
28-09-13,16
27-09-13,15
26-09-13,19
25-09-13,13
24-09-13,9
23-09-13,12
22-09-13,16
21-09-13,13
20-09-13,13
19-09-13,14
18-09-13,9
17-09-13,13
16-09-13,11
15-09-13,9
14-09-13,18
13-09-13,19
12-09-13,12
11-09-13,9
10-09-13,9
09-09-13,12
08-09-13,21
07-09-13,22
06-09-13,21
05-09-13,17
04-09-13,10
03-09-13,8
02-09-13,18
01-09-13,14

