Datum Zeit,Dresden-Nord PM2.5
,µg/m³
30-09-13,10.19
29-09-13,9.22
28-09-13,8.80
27-09-13,10.07
26-09-13,15.52
25-09-13,6.57
24-09-13,7.24
23-09-13,7.87
22-09-13,11.80
21-09-13,12.70
20-09-13,9.26
19-09-13,8.94
18-09-13,6.57
17-09-13,7.67
16-09-13,5.62
15-09-13,7.14
14-09-13,8.84
13-09-13,16.48
12-09-13,9.59
11-09-13,6.01
10-09-13,6.35
09-09-13,5.93
08-09-13,15.94
07-09-13,13.70
06-09-13,15.40
05-09-13,10.13
04-09-13,8.38
03-09-13,9.71
02-09-13,11.33
01-09-13,5.53

