Datum Zeit,Zwickau-Werdauer Straße PM10
,µg/m³
30-09-13,17
29-09-13,14
28-09-13,17
27-09-13,16
26-09-13,26
25-09-13,27
24-09-13,19
23-09-13,14
22-09-13,12
21-09-13,13
20-09-13,12
19-09-13,14
18-09-13,8
17-09-13,13
16-09-13,9
15-09-13,6
14-09-13,10
13-09-13,17
12-09-13,12
11-09-13,9
10-09-13,9
09-09-13,7
08-09-13,21
07-09-13,23
06-09-13,34
05-09-13,17
04-09-13,19
03-09-13,15
02-09-13,19
01-09-13,13

