Datum Zeit,Leipzig-Luetzner Straße PM10
,µg/m³
30-09-03,40
29-09-03,25
28-09-03,40
27-09-03,44
26-09-03,36
25-09-03,60
24-09-03,
23-09-03,22
22-09-03,46
21-09-03,38
20-09-03,56
19-09-03,59
18-09-03,58
17-09-03,80
16-09-03,72
15-09-03,53
14-09-03,31
13-09-03,23
12-09-03,36
11-09-03,12
10-09-03,40
09-09-03,46
08-09-03,36
07-09-03,33
06-09-03,31
05-09-03,37
04-09-03,36
03-09-03,33
02-09-03,28
01-09-03,16

