Datum Zeit,Schwartenberg PM2.5
,µg/m³
30-09-03,
29-09-03,9.96
28-09-03,
27-09-03,21.04
26-09-03,
25-09-03,5.69
24-09-03,
23-09-03,6.60
22-09-03,
21-09-03,14.68
20-09-03,
19-09-03,13.31
18-09-03,
17-09-03,30.15
16-09-03,
15-09-03,20.39
14-09-03,
13-09-03,3.10
12-09-03,
11-09-03,3.11
10-09-03,
09-09-03,15.07
08-09-03,
07-09-03,
06-09-03,
05-09-03,8.92
04-09-03,
03-09-03,4.88
02-09-03,
01-09-03,3.58

