Datum Zeit,Freiberg BEN
,µg/m³
01-10-03 00:00,1.3
30-09-03 23:00,1.5
30-09-03 22:00,2.1
30-09-03 21:00,3.2
30-09-03 20:00,4.5
30-09-03 19:00,3.7
30-09-03 18:00,4.9
30-09-03 17:00,3.1
30-09-03 16:00,2.6
30-09-03 15:00,1.1
30-09-03 14:00,0.9
30-09-03 13:00,1.7
30-09-03 12:00,2.7
30-09-03 11:00,3.1
30-09-03 10:00,1.7
30-09-03 09:00,1.1
30-09-03 08:00,1.2
30-09-03 07:00,1.3
30-09-03 06:00,0.6
30-09-03 05:00,0.7
30-09-03 04:00,0.5
30-09-03 03:00,0.3
30-09-03 02:00,0.4
30-09-03 01:00,0.4
30-09-03 00:00,0.4
29-09-03 23:00,0.6
29-09-03 22:00,1.5
29-09-03 21:00,2.0
29-09-03 20:00,2.1
29-09-03 19:00,3.4
29-09-03 18:00,3.4
29-09-03 17:00,3.9
29-09-03 16:00,3.8
29-09-03 15:00,2.5
29-09-03 14:00,1.7
29-09-03 13:00,2.4
29-09-03 12:00,3.0
29-09-03 11:00,2.2
29-09-03 10:00,2.9
29-09-03 09:00,3.7
29-09-03 08:00,3.6
29-09-03 07:00,3.4
29-09-03 06:00,2.0
29-09-03 05:00,1.7
29-09-03 04:00,0.8
29-09-03 03:00,1.4
29-09-03 02:00,1.4
29-09-03 01:00,1.2
29-09-03 00:00,1.5
28-09-03 23:00,2.6
28-09-03 22:00,2.0
28-09-03 21:00,1.8
28-09-03 20:00,1.6
28-09-03 19:00,2.2
28-09-03 18:00,2.3
28-09-03 17:00,2.4
28-09-03 16:00,1.8
28-09-03 15:00,3.4
28-09-03 14:00,2.8
28-09-03 13:00,2.0
28-09-03 12:00,1.7
28-09-03 11:00,2.4
28-09-03 10:00,3.0
28-09-03 09:00,2.3
28-09-03 08:00,1.5
28-09-03 07:00,1.0
28-09-03 06:00,1.5
28-09-03 05:00,1.3
28-09-03 04:00,1.3
28-09-03 03:00,1.6
28-09-03 02:00,1.7
28-09-03 01:00,2.1
28-09-03 00:00,1.8
27-09-03 23:00,2.1
27-09-03 22:00,2.6
27-09-03 21:00,2.1
27-09-03 20:00,1.5
27-09-03 19:00,1.9
27-09-03 18:00,
27-09-03 17:00,
27-09-03 16:00,
27-09-03 15:00,
27-09-03 14:00,
27-09-03 13:00,1.2
27-09-03 12:00,2.0
27-09-03 11:00,1.9
27-09-03 10:00,3.4
27-09-03 09:00,2.3
27-09-03 08:00,3.7
27-09-03 07:00,2.5
27-09-03 06:00,2.3
27-09-03 05:00,2.0
27-09-03 04:00,1.2
27-09-03 03:00,1.6
27-09-03 02:00,1.0
27-09-03 01:00,1.2
27-09-03 00:00,1.9
26-09-03 23:00,2.7
26-09-03 22:00,2.5
26-09-03 21:00,2.1
26-09-03 20:00,2.3
26-09-03 19:00,2.8
26-09-03 18:00,3.3
26-09-03 17:00,3.1
26-09-03 16:00,2.8
26-09-03 15:00,2.6
26-09-03 14:00,3.1
26-09-03 13:00,2.7
26-09-03 12:00,2.4
26-09-03 11:00,2.3
26-09-03 10:00,2.7
26-09-03 09:00,2.1
26-09-03 08:00,4.4
26-09-03 07:00,7.3
26-09-03 06:00,6.2
26-09-03 05:00,2.0
26-09-03 04:00,0.8
26-09-03 03:00,0.9
26-09-03 02:00,1.7
26-09-03 01:00,1.1
26-09-03 00:00,1.3
25-09-03 23:00,1.3
25-09-03 22:00,2.1
25-09-03 21:00,1.6
25-09-03 20:00,2.0
25-09-03 19:00,3.6
25-09-03 18:00,2.3
25-09-03 17:00,2.8
25-09-03 16:00,3.1
25-09-03 15:00,2.5
25-09-03 14:00,1.8
25-09-03 13:00,1.5
25-09-03 12:00,1.8
25-09-03 11:00,1.5
25-09-03 10:00,2.2
25-09-03 09:00,3.6
25-09-03 08:00,2.6
25-09-03 07:00,5.0
25-09-03 06:00,2.4
25-09-03 05:00,1.4
25-09-03 04:00,1.0
25-09-03 03:00,0.9
25-09-03 02:00,1.1
25-09-03 01:00,1.1
25-09-03 00:00,1.3
24-09-03 23:00,1.6
24-09-03 22:00,2.1
24-09-03 21:00,3.2
24-09-03 20:00,5.2
24-09-03 19:00,5.4
24-09-03 18:00,1.5
24-09-03 17:00,1.5
24-09-03 16:00,2.2
24-09-03 15:00,1.5
24-09-03 14:00,1.2
24-09-03 13:00,0.9
24-09-03 12:00,0.9
24-09-03 11:00,0.8
24-09-03 10:00,1.1
24-09-03 09:00,0.9
24-09-03 08:00,1.0
24-09-03 07:00,1.7
24-09-03 06:00,1.6
24-09-03 05:00,1.8
24-09-03 04:00,0.5
24-09-03 03:00,0.4
24-09-03 02:00,0.4
24-09-03 01:00,0.5
24-09-03 00:00,0.5
23-09-03 23:00,
23-09-03 22:00,
23-09-03 21:00,
23-09-03 20:00,
23-09-03 19:00,
23-09-03 18:00,5.2
23-09-03 17:00,3.2
23-09-03 16:00,4.3
23-09-03 15:00,1.5
23-09-03 14:00,1.3
23-09-03 13:00,1.3
23-09-03 12:00,0.9
23-09-03 11:00,0.9
23-09-03 10:00,1.8
23-09-03 09:00,1.4
23-09-03 08:00,2.3
23-09-03 07:00,2.5
23-09-03 06:00,2.2
23-09-03 05:00,1.5
23-09-03 04:00,0.7
23-09-03 03:00,0.7
23-09-03 02:00,0.8
23-09-03 01:00,1.0
23-09-03 00:00,1.2
22-09-03 23:00,1.4
22-09-03 22:00,1.8
22-09-03 21:00,2.9
22-09-03 20:00,2.8
22-09-03 19:00,4.3
22-09-03 18:00,4.0
22-09-03 17:00,3.1
22-09-03 16:00,3.1
22-09-03 15:00,3.1
22-09-03 14:00,1.7
22-09-03 13:00,2.2
22-09-03 12:00,1.9
22-09-03 11:00,1.6
22-09-03 10:00,1.7
22-09-03 09:00,3.0
22-09-03 08:00,2.2
22-09-03 07:00,3.4
22-09-03 06:00,3.4
22-09-03 05:00,1.9
22-09-03 04:00,0.7
22-09-03 03:00,0.7
22-09-03 02:00,0.8
22-09-03 01:00,3.7
22-09-03 00:00,0.9
21-09-03 23:00,1.4
21-09-03 22:00,2.7
21-09-03 21:00,2.5
21-09-03 20:00,5.5
21-09-03 19:00,5.5
21-09-03 18:00,1.3
21-09-03 17:00,0.8
21-09-03 16:00,1.1
21-09-03 15:00,1.4
21-09-03 14:00,1.2
21-09-03 13:00,1.7
21-09-03 12:00,1.6
21-09-03 11:00,2.2
21-09-03 10:00,1.6
21-09-03 09:00,1.9
21-09-03 08:00,2.5
21-09-03 07:00,1.8
21-09-03 06:00,1.5
21-09-03 05:00,1.4
21-09-03 04:00,1.1
21-09-03 03:00,1.2
21-09-03 02:00,1.5
21-09-03 01:00,1.9
21-09-03 00:00,1.6
20-09-03 23:00,1.7
20-09-03 22:00,2.2
20-09-03 21:00,3.4
20-09-03 20:00,5.5
20-09-03 19:00,9.9
20-09-03 18:00,3.7
20-09-03 17:00,2.1
20-09-03 16:00,1.5
20-09-03 15:00,1.2
20-09-03 14:00,1.3
20-09-03 13:00,1.1
20-09-03 12:00,1.9
20-09-03 11:00,3.3
20-09-03 10:00,5.0
20-09-03 09:00,3.7
20-09-03 08:00,2.3
20-09-03 07:00,1.1
20-09-03 06:00,1.3
20-09-03 05:00,1.1
20-09-03 04:00,0.9
20-09-03 03:00,
20-09-03 02:00,
20-09-03 01:00,
20-09-03 00:00,
19-09-03 23:00,
19-09-03 22:00,2.2
19-09-03 21:00,3.0
19-09-03 20:00,4.8
19-09-03 19:00,13.8
19-09-03 18:00,6.2
19-09-03 17:00,2.6
19-09-03 16:00,2.2
19-09-03 15:00,1.8
19-09-03 14:00,2.2
19-09-03 13:00,2.9
19-09-03 12:00,2.0
19-09-03 11:00,2.5
19-09-03 10:00,3.4
19-09-03 09:00,3.3
19-09-03 08:00,4.7
19-09-03 07:00,5.9
19-09-03 06:00,4.2
19-09-03 05:00,2.1
19-09-03 04:00,0.9
19-09-03 03:00,1.1
19-09-03 02:00,1.7
19-09-03 01:00,1.4
19-09-03 00:00,2.1
18-09-03 23:00,1.9
18-09-03 22:00,2.9
18-09-03 21:00,3.1
18-09-03 20:00,5.6
18-09-03 19:00,4.2
18-09-03 18:00,4.7
18-09-03 17:00,3.3
18-09-03 16:00,2.2
18-09-03 15:00,2.3
18-09-03 14:00,2.2
18-09-03 13:00,1.8
18-09-03 12:00,2.1
18-09-03 11:00,2.9
18-09-03 10:00,2.1
18-09-03 09:00,3.0
18-09-03 08:00,4.6
18-09-03 07:00,5.5
18-09-03 06:00,2.7
18-09-03 05:00,1.2
18-09-03 04:00,1.0
18-09-03 03:00,1.0
18-09-03 02:00,1.1
18-09-03 01:00,1.0
18-09-03 00:00,1.4
17-09-03 23:00,1.7
17-09-03 22:00,3.5
17-09-03 21:00,8.7
17-09-03 20:00,8.1
17-09-03 19:00,4.0
17-09-03 18:00,1.6
17-09-03 17:00,1.7
17-09-03 16:00,1.4
17-09-03 15:00,1.8
17-09-03 14:00,1.2
17-09-03 13:00,1.3
17-09-03 12:00,1.3
17-09-03 11:00,1.8
17-09-03 10:00,2.3
17-09-03 09:00,4.1
17-09-03 08:00,4.7
17-09-03 07:00,6.9
17-09-03 06:00,4.5
17-09-03 05:00,2.1
17-09-03 04:00,1.4
17-09-03 03:00,1.2
17-09-03 02:00,1.4
17-09-03 01:00,1.9
17-09-03 00:00,1.9
16-09-03 23:00,2.8
16-09-03 22:00,5.0
16-09-03 21:00,6.7
16-09-03 20:00,7.2
16-09-03 19:00,2.0
16-09-03 18:00,1.8
16-09-03 17:00,1.7
16-09-03 16:00,1.4
16-09-03 15:00,1.5
16-09-03 14:00,2.1
16-09-03 13:00,2.7
16-09-03 12:00,3.9
16-09-03 11:00,2.1
16-09-03 10:00,2.8
16-09-03 09:00,3.2
16-09-03 08:00,
16-09-03 07:00,
16-09-03 06:00,
16-09-03 05:00,
16-09-03 04:00,
16-09-03 03:00,1.0
16-09-03 02:00,0.9
16-09-03 01:00,1.0
16-09-03 00:00,1.0
15-09-03 23:00,1.8
15-09-03 22:00,2.5
15-09-03 21:00,4.5
15-09-03 20:00,8.1
15-09-03 19:00,6.2
15-09-03 18:00,3.6
15-09-03 17:00,3.2
15-09-03 16:00,2.7
15-09-03 15:00,2.6
15-09-03 14:00,2.5
15-09-03 13:00,2.2
15-09-03 12:00,1.8
15-09-03 11:00,1.8
15-09-03 10:00,1.7
15-09-03 09:00,3.0
15-09-03 08:00,3.9
15-09-03 07:00,5.3
15-09-03 06:00,2.5
15-09-03 05:00,1.7
15-09-03 04:00,1.2
15-09-03 03:00,1.3
15-09-03 02:00,1.2
15-09-03 01:00,1.5
15-09-03 00:00,1.5
14-09-03 23:00,2.0
14-09-03 22:00,2.3
14-09-03 21:00,3.8
14-09-03 20:00,3.4
14-09-03 19:00,1.6
14-09-03 18:00,2.1
14-09-03 17:00,1.1
14-09-03 16:00,1.2
14-09-03 15:00,1.1
14-09-03 14:00,1.1
14-09-03 13:00,0.9
14-09-03 12:00,1.0
14-09-03 11:00,1.1
14-09-03 10:00,1.0
14-09-03 09:00,0.8
14-09-03 08:00,0.7
14-09-03 07:00,0.5
14-09-03 06:00,0.5
14-09-03 05:00,0.9
14-09-03 04:00,0.7
14-09-03 03:00,0.7
14-09-03 02:00,0.5
14-09-03 01:00,0.9
14-09-03 00:00,0.9
13-09-03 23:00,0.9
13-09-03 22:00,0.9
13-09-03 21:00,1.9
13-09-03 20:00,2.3
13-09-03 19:00,1.6
13-09-03 18:00,1.6
13-09-03 17:00,0.6
13-09-03 16:00,1.0
13-09-03 15:00,1.0
13-09-03 14:00,0.8
13-09-03 13:00,0.7
13-09-03 12:00,1.0
13-09-03 11:00,1.2
13-09-03 10:00,0.8
13-09-03 09:00,0.7
13-09-03 08:00,0.7
13-09-03 07:00,0.7
13-09-03 06:00,0.7
13-09-03 05:00,0.7
13-09-03 04:00,0.7
13-09-03 03:00,0.7
13-09-03 02:00,0.7
13-09-03 01:00,0.7
13-09-03 00:00,0.8
12-09-03 23:00,0.9
12-09-03 22:00,0.8
12-09-03 21:00,1.0
12-09-03 20:00,1.3
12-09-03 19:00,1.4
12-09-03 18:00,1.9
12-09-03 17:00,1.7
12-09-03 16:00,2.5
12-09-03 15:00,1.7
12-09-03 14:00,1.4
12-09-03 13:00,1.2
12-09-03 12:00,
12-09-03 11:00,
12-09-03 10:00,
12-09-03 09:00,
12-09-03 08:00,
12-09-03 07:00,1.5
12-09-03 06:00,1.0
12-09-03 05:00,0.5
12-09-03 04:00,0.4
12-09-03 03:00,0.4
12-09-03 02:00,0.5
12-09-03 01:00,0.5
12-09-03 00:00,0.6
11-09-03 23:00,0.7
11-09-03 22:00,1.2
11-09-03 21:00,1.2
11-09-03 20:00,1.7
11-09-03 19:00,2.1
11-09-03 18:00,3.9
11-09-03 17:00,3.5
11-09-03 16:00,
11-09-03 15:00,
11-09-03 14:00,
11-09-03 13:00,
11-09-03 12:00,
11-09-03 11:00,
11-09-03 10:00,
11-09-03 09:00,
11-09-03 08:00,
11-09-03 07:00,
11-09-03 06:00,
11-09-03 05:00,
11-09-03 04:00,
11-09-03 03:00,
11-09-03 02:00,
11-09-03 01:00,
11-09-03 00:00,
10-09-03 23:00,
10-09-03 22:00,
10-09-03 21:00,
10-09-03 20:00,
10-09-03 19:00,
10-09-03 18:00,
10-09-03 17:00,
10-09-03 16:00,
10-09-03 15:00,
10-09-03 14:00,
10-09-03 13:00,
10-09-03 12:00,
10-09-03 11:00,
10-09-03 10:00,1.1
10-09-03 09:00,1.5
10-09-03 08:00,2.1
10-09-03 07:00,3.5
10-09-03 06:00,2.3
10-09-03 05:00,1.0
10-09-03 04:00,0.7
10-09-03 03:00,0.8
10-09-03 02:00,0.7
10-09-03 01:00,0.8
10-09-03 00:00,0.8
09-09-03 23:00,0.8
09-09-03 22:00,1.0
09-09-03 21:00,1.6
09-09-03 20:00,1.6
09-09-03 19:00,2.2
09-09-03 18:00,2.6
09-09-03 17:00,2.2
09-09-03 16:00,1.8
09-09-03 15:00,2.2
09-09-03 14:00,1.8
09-09-03 13:00,1.4
09-09-03 12:00,1.6
09-09-03 11:00,1.5
09-09-03 10:00,2.5
09-09-03 09:00,1.8
09-09-03 08:00,2.1
09-09-03 07:00,1.8
09-09-03 06:00,1.1
09-09-03 05:00,0.8
09-09-03 04:00,0.8
09-09-03 03:00,
09-09-03 02:00,
09-09-03 01:00,
09-09-03 00:00,
08-09-03 23:00,
08-09-03 22:00,1.3
08-09-03 21:00,1.1
08-09-03 20:00,1.7
08-09-03 19:00,2.3
08-09-03 18:00,5.1
08-09-03 17:00,3.6
08-09-03 16:00,2.5
08-09-03 15:00,3.2
08-09-03 14:00,2.8
08-09-03 13:00,2.6
08-09-03 12:00,2.1
08-09-03 11:00,1.6
08-09-03 10:00,1.6
08-09-03 09:00,1.8
08-09-03 08:00,2.0
08-09-03 07:00,3.4
08-09-03 06:00,2.8
08-09-03 05:00,1.2
08-09-03 04:00,0.7
08-09-03 03:00,0.7
08-09-03 02:00,0.7
08-09-03 01:00,0.7
08-09-03 00:00,1.0
07-09-03 23:00,1.6
07-09-03 22:00,1.7
07-09-03 21:00,2.3
07-09-03 20:00,2.4
07-09-03 19:00,2.2
07-09-03 18:00,1.6
07-09-03 17:00,1.7
07-09-03 16:00,1.4
07-09-03 15:00,1.6
07-09-03 14:00,1.1
07-09-03 13:00,1.0
07-09-03 12:00,1.0
07-09-03 11:00,1.3
07-09-03 10:00,1.8
07-09-03 09:00,1.2
07-09-03 08:00,0.9
07-09-03 07:00,0.9
07-09-03 06:00,1.1
07-09-03 05:00,1.0
07-09-03 04:00,0.9
07-09-03 03:00,0.9
07-09-03 02:00,0.8
07-09-03 01:00,0.8
07-09-03 00:00,1.2
06-09-03 23:00,2.0
06-09-03 22:00,2.8
06-09-03 21:00,1.9
06-09-03 20:00,2.7
06-09-03 19:00,2.1
06-09-03 18:00,2.0
06-09-03 17:00,1.4
06-09-03 16:00,1.3
06-09-03 15:00,1.4
06-09-03 14:00,1.7
06-09-03 13:00,1.8
06-09-03 12:00,2.0
06-09-03 11:00,1.7
06-09-03 10:00,1.8
06-09-03 09:00,2.5
06-09-03 08:00,3.0
06-09-03 07:00,1.3
06-09-03 06:00,0.8
06-09-03 05:00,0.8
06-09-03 04:00,0.7
06-09-03 03:00,0.8
06-09-03 02:00,0.7
06-09-03 01:00,1.0
06-09-03 00:00,1.2
05-09-03 23:00,1.7
05-09-03 22:00,1.6
05-09-03 21:00,2.3
05-09-03 20:00,2.1
05-09-03 19:00,2.8
05-09-03 18:00,2.7
05-09-03 17:00,2.4
05-09-03 16:00,2.2
05-09-03 15:00,2.0
05-09-03 14:00,2.7
05-09-03 13:00,1.7
05-09-03 12:00,1.7
05-09-03 11:00,1.4
05-09-03 10:00,3.6
05-09-03 09:00,2.5
05-09-03 08:00,
05-09-03 07:00,
05-09-03 06:00,
05-09-03 05:00,
05-09-03 04:00,
05-09-03 03:00,0.8
05-09-03 02:00,1.6
05-09-03 01:00,2.7
05-09-03 00:00,1.2
04-09-03 23:00,1.5
04-09-03 22:00,3.7
04-09-03 21:00,3.3
04-09-03 20:00,4.3
04-09-03 19:00,1.3
04-09-03 18:00,1.0
04-09-03 17:00,1.1
04-09-03 16:00,1.3
04-09-03 15:00,1.3
04-09-03 14:00,0.9
04-09-03 13:00,0.6
04-09-03 12:00,0.7
04-09-03 11:00,0.9
04-09-03 10:00,1.1
04-09-03 09:00,1.2
04-09-03 08:00,1.2
04-09-03 07:00,1.2
04-09-03 06:00,0.8
04-09-03 05:00,0.7
04-09-03 04:00,0.6
04-09-03 03:00,0.6
04-09-03 02:00,0.7
04-09-03 01:00,0.8
04-09-03 00:00,0.7
03-09-03 23:00,1.0
03-09-03 22:00,2.3
03-09-03 21:00,1.7
03-09-03 20:00,1.1
03-09-03 19:00,1.1
03-09-03 18:00,1.2
03-09-03 17:00,1.2
03-09-03 16:00,1.3
03-09-03 15:00,1.7
03-09-03 14:00,1.1
03-09-03 13:00,0.7
03-09-03 12:00,0.9
03-09-03 11:00,0.6
03-09-03 10:00,1.4
03-09-03 09:00,3.4
03-09-03 08:00,4.2
03-09-03 07:00,5.6
03-09-03 06:00,2.6
03-09-03 05:00,1.3
03-09-03 04:00,0.8
03-09-03 03:00,0.8
03-09-03 02:00,0.9
03-09-03 01:00,2.1
03-09-03 00:00,2.9
02-09-03 23:00,3.1
02-09-03 22:00,3.6
02-09-03 21:00,2.6
02-09-03 20:00,3.1
02-09-03 19:00,1.8
02-09-03 18:00,1.9
02-09-03 17:00,2.5
02-09-03 16:00,1.3
02-09-03 15:00,1.1
02-09-03 14:00,0.8
02-09-03 13:00,0.7
02-09-03 12:00,0.7
02-09-03 11:00,1.0
02-09-03 10:00,1.0
02-09-03 09:00,1.1
02-09-03 08:00,1.1
02-09-03 07:00,1.1
02-09-03 06:00,0.7
02-09-03 05:00,0.5
02-09-03 04:00,0.4
02-09-03 03:00,0.4
02-09-03 02:00,0.4
02-09-03 01:00,0.5
02-09-03 00:00,0.6
01-09-03 23:00,0.8
01-09-03 22:00,1.1
01-09-03 21:00,2.5
01-09-03 20:00,1.9
01-09-03 19:00,1.8
01-09-03 18:00,2.3
01-09-03 17:00,2.2
01-09-03 16:00,1.3
01-09-03 15:00,1.1
01-09-03 14:00,1.0
01-09-03 13:00,1.1
01-09-03 12:00,
01-09-03 11:00,
01-09-03 10:00,
01-09-03 09:00,
01-09-03 08:00,
01-09-03 07:00,3.2
01-09-03 06:00,1.6
01-09-03 05:00,0.7
01-09-03 04:00,0.4
01-09-03 03:00,0.6
01-09-03 02:00,0.4
01-09-03 01:00,0.6

