Datum,Zeit,BEN,NO,NO2,O3,PM10_HVS,PM10_TEOM,PM2.5,SO2
yyyy-mm-dd,hh:mm,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³
2018-01-01,,,,,,24.76,,,
2018-01-01,01:00,,26,22,,,102,,
2018-01-01,02:00,,2,7,,,121,,
2018-01-01,03:00,,2,6,,,26,,
2018-01-01,04:00,,1,6,,,11,,
2018-01-01,05:00,,1,5,,,11,,
2018-01-01,06:00,,1,4,,,10,,
2018-01-01,07:00,,1,3,,,8,,
2018-01-01,08:00,,1,3,,,8,,
2018-01-01,09:00,,1,3,,,8,,
2018-01-01,10:00,,1,4,,,7,,
2018-01-01,11:00,,2,4,,,4,,
2018-01-01,12:00,,2,4,,,4,,
2018-01-01,13:00,,2,4,,,4,,
2018-01-01,14:00,,2,4,,,2,,
2018-01-01,15:00,,3,7,,,4,,
2018-01-01,16:00,,4,11,,,6,,
2018-01-01,17:00,,4,13,,,9,,
2018-01-01,18:00,,7,20,,,12,,
2018-01-01,19:00,,5,19,,,21,,
2018-01-01,20:00,,6,25,,,15,,
2018-01-01,21:00,,5,23,,,11,,
2018-01-01,22:00,,1,5,,,6,,
2018-01-01,23:00,,1,5,,,4,,
2018-01-02,,,,,,3.85,,,
2018-01-02,00:00,,1,4,,,4,,
2018-01-02,01:00,,1,4,,,2,,
2018-01-02,02:00,,1,4,,,2,,
2018-01-02,03:00,,1,4,,,1,,
2018-01-02,04:00,,1,5,,,1,,
2018-01-02,05:00,,1,6,,,0,,
2018-01-02,06:00,,5,12,,,0,,
2018-01-02,07:00,,15,26,,,3,,
2018-01-02,08:00,,25,26,,,2,,
2018-01-02,09:00,,17,23,,,1,,
2018-01-02,10:00,,17,21,,,2,,
2018-01-02,11:00,,18,23,,,4,,
2018-01-02,12:00,,16,23,,,5,,
2018-01-02,13:00,,16,24,,,6,,
2018-01-02,14:00,,19,26,,,7,,
2018-01-02,15:00,,21,29,,,9,,
2018-01-02,16:00,,32,42,,,8,,
2018-01-02,17:00,,22,31,,,8,,
2018-01-02,18:00,,16,28,,,9,,
2018-01-02,19:00,,11,24,,,8,,
2018-01-02,20:00,,7,19,,,7,,
2018-01-02,21:00,,4,17,,,7,,
2018-01-02,22:00,,3,15,,,8,,
2018-01-02,23:00,,3,14,,,6,,
2018-01-03,00:00,,1,10,,,6,,
2018-01-03,01:00,,1,6,,,10,,
2018-01-03,02:00,,1,5,,,13,,
2018-01-03,03:00,,1,5,,,10,,
2018-01-03,04:00,,1,4,,,4,,
2018-01-03,05:00,,1,5,,,3,,
2018-01-03,06:00,,7,12,,,4,,
2018-01-03,07:00,,10,16,,,4,,
2018-01-03,08:00,,9,13,,,1,,
2018-01-03,09:00,,6,11,,,2,,
2018-01-03,10:00,,7,15,,,1,,
2018-01-03,11:00,,9,19,,,6,,
2018-01-03,12:00,,11,15,,,7,,
2018-01-03,13:00,,7,13,,,6,,
2018-01-03,14:00,,12,17,,,3,,
2018-01-03,15:00,,12,18,,,3,,
2018-01-03,16:00,,12,20,,,4,,
2018-01-03,17:00,,7,15,,,5,,
2018-01-03,18:00,,7,13,,,5,,
2018-01-03,19:00,,4,10,,,4,,
2018-01-03,20:00,,4,8,,,3,,
2018-01-03,21:00,,3,6,,,3,,
2018-01-03,22:00,,1,5,,,2,,
2018-01-03,23:00,,1,5,,,2,,
2018-01-04,00:00,,1,4,,,2,,
2018-01-04,01:00,,1,5,,,3,,
2018-01-04,02:00,,1,4,,,4,,
2018-01-04,03:00,,1,3,,,3,,
2018-01-04,04:00,,1,4,,,4,,
2018-01-04,05:00,,1,6,,,4,,
2018-01-04,06:00,,4,10,,,8,,
2018-01-04,07:00,,11,17,,,10,,
2018-01-04,08:00,,12,24,,,10,,
2018-01-04,09:00,,11,20,,,11,,
2018-01-04,10:00,,12,20,,,13,,
2018-01-04,11:00,,10,18,,,16,,
2018-01-04,12:00,,14,20,,,16,,
2018-01-04,13:00,,9,19,,,13,,
2018-01-04,14:00,,13,23,,,16,,
2018-01-04,15:00,,15,28,,,16,,
2018-01-04,16:00,,13,25,,,15,,
2018-01-04,17:00,,11,23,,,11,,
2018-01-04,18:00,,8,17,,,7,,
2018-01-04,19:00,,9,17,,,4,,
2018-01-04,20:00,,7,17,,,2,,
2018-01-04,21:00,,2,11,,,0,,
2018-01-04,22:00,,2,10,,,2,,
2018-01-04,23:00,,2,13,,,2,,
2018-01-05,00:00,,3,15,,,3,,
2018-01-05,01:00,,1,13,,,3,,
2018-01-05,02:00,,1,7,,,4,,
2018-01-05,03:00,,1,4,,,7,,
2018-01-05,04:00,,2,7,,,10,,
2018-01-05,05:00,,2,7,,,9,,
2018-01-05,06:00,,4,10,,,10,,
2018-01-05,07:00,,9,18,,,9,,
2018-01-05,08:00,,12,20,,,9,,
2018-01-05,09:00,,9,16,,,11,,
2018-01-05,10:00,,8,16,,,8,,
2018-01-05,11:00,,8,14,,,10,,
2018-01-05,12:00,,7,16,,,9,,
2018-01-05,13:00,,8,17,,,10,,
2018-01-05,14:00,,14,25,,,10,,
2018-01-05,15:00,,19,30,,,10,,
2018-01-05,16:00,,42,51,,,12,,
2018-01-05,17:00,,42,55,,,15,,
2018-01-05,18:00,,13,24,,,12,,
2018-01-05,19:00,,9,18,,,5,,
2018-01-05,20:00,,11,39,,,6,,
2018-01-05,21:00,,6,26,,,7,,
2018-01-05,22:00,,5,20,,,6,,
2018-01-05,23:00,,7,20,,,8,,
2018-01-06,00:00,,4,19,,,7,,
2018-01-06,01:00,,3,17,,,4,,
2018-01-06,02:00,,1,7,,,4,,
2018-01-06,03:00,,1,7,,,4,,
2018-01-06,04:00,,1,7,,,6,,
2018-01-06,05:00,,1,7,,,6,,
2018-01-06,06:00,,3,14,,,7,,
2018-01-06,07:00,,47,58,,,9,,
2018-01-06,08:00,,53,59,,,11,,
2018-01-06,09:00,,57,49,,,9,,
2018-01-06,10:00,,100,53,,,11,,
2018-01-06,11:00,,91,53,,,16,,
2018-01-06,12:00,,45,50,,,15,,
2018-01-06,13:00,,18,31,,,12,,
2018-01-06,14:00,,13,29,,,11,,
2018-01-06,15:00,,22,40,,,12,,
2018-01-06,16:00,,50,63,,,17,,
2018-01-06,17:00,,85,73,,,19,,
2018-01-06,18:00,,48,63,,,22,,
2018-01-06,19:00,,31,54,,,24,,
2018-01-06,20:00,,19,44,,,14,,
2018-01-06,21:00,,17,45,,,11,,
2018-01-06,22:00,,18,40,,,13,,
2018-01-06,23:00,,12,37,,,14,,
2018-01-07,00:00,,9,24,,,17,,
2018-01-07,01:00,,5,19,,,13,,
2018-01-07,02:00,,5,13,,,11,,
2018-01-07,03:00,,3,8,,,9,,
2018-01-07,04:00,,2,7,,,9,,
2018-01-07,05:00,,2,9,,,5,,
2018-01-07,06:00,,3,12,,,4,,
2018-01-07,07:00,,3,11,,,4,,
2018-01-07,08:00,,4,11,,,6,,
2018-01-07,09:00,,5,11,,,4,,
2018-01-07,10:00,,8,10,,,7,,
2018-01-07,11:00,,11,13,,,0,,
2018-01-07,12:00,,15,15,,,5,,
2018-01-07,13:00,,14,15,,,9,,
2018-01-07,14:00,,15,18,,,8,,
2018-01-07,15:00,,19,19,,,7,,
2018-01-07,16:00,,15,19,,,6,,
2018-01-07,17:00,,12,18,,,6,,
2018-01-07,18:00,,17,19,,,3,,
2018-01-07,19:00,,17,17,,,4,,
2018-01-07,20:00,,11,15,,,6,,
2018-01-07,21:00,,7,11,,,6,,
2018-01-07,22:00,,4,10,,,11,,
2018-01-07,23:00,,4,9,,,9,,
2018-01-08,00:00,,1,8,,,9,,
2018-01-08,01:00,,2,8,,,14,,
2018-01-08,02:00,,2,8,,,13,,
2018-01-08,03:00,,2,9,,,17,,
2018-01-08,04:00,,2,9,,,15,,
2018-01-08,05:00,,4,12,,,16,,
2018-01-08,06:00,,19,21,,,19,,
2018-01-08,07:00,,30,23,,,18,,
2018-01-08,08:00,,53,30,,,22,,
2018-01-08,09:00,,49,31,,,21,,
2018-01-08,10:00,,33,27,,,18,,
2018-01-08,11:00,,38,27,,,20,,
2018-01-08,12:00,,42,27,,,21,,
2018-01-08,13:00,,40,27,,,21,,
2018-01-08,14:00,,36,28,,,21,,
2018-01-08,15:00,,51,38,,,19,,
2018-01-08,16:00,,64,43,,,23,,
2018-01-08,17:00,,37,38,,,23,,
2018-01-08,18:00,,31,36,,,20,,
2018-01-08,19:00,,27,35,,,19,,
2018-01-08,20:00,,18,30,,,19,,
2018-01-08,21:00,,8,25,,,18,,
2018-01-08,22:00,,4,14,,,11,,
2018-01-08,23:00,,3,13,,,9,,
2018-01-09,00:00,,1,13,,,11,,
2018-01-09,01:00,,1,13,,,11,,
2018-01-09,02:00,,1,11,,,11,,
2018-01-09,03:00,,1,14,,,12,,
2018-01-09,04:00,,1,13,,,12,,
2018-01-09,05:00,,1,13,,,8,,
2018-01-09,06:00,,8,21,,,10,,
2018-01-09,07:00,,39,36,,,14,,
2018-01-09,08:00,,14,27,,,16,,
2018-01-09,09:00,,17,33,,,15,,
2018-01-09,10:00,,35,40,,,15,,
2018-01-09,11:00,,39,39,,,21,,
2018-01-09,12:00,,49,45,,,26,,
2018-01-09,13:00,,35,33,,,33,,
2018-01-09,14:00,,87,40,,,35,,
2018-01-09,15:00,,60,42,,,37,,
2018-01-09,16:00,,101,47,,,35,,
2018-01-09,17:00,,162,58,,,47,,
2018-01-09,18:00,,254,73,,,63,,
2018-01-09,19:00,,67,47,,,68,,
2018-01-09,20:00,,57,48,,,30,,
2018-01-09,21:00,,43,44,,,39,,
2018-01-09,22:00,,48,45,,,33,,
2018-01-09,23:00,,62,45,,,39,,
2018-01-10,00:00,,39,37,,,38,,
2018-01-10,01:00,,37,36,,,28,,
