Datum,Zeit,BEN,NO,NO2,O3,PM10_HVS,PM10_TEOM,PM2.5,SO2
yyyy-mm-dd,hh:mm,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³
2018-01-01,,,,,,20.99,,14.49,
2018-01-01,01:00,0.7,9,30,35,,124,,
2018-01-01,02:00,0.7,6,14,54,,118,,
2018-01-01,03:00,0.5,4,11,57,,21,,
2018-01-01,04:00,0.4,5,11,57,,10,,
2018-01-01,05:00,0.4,5,17,51,,10,,
2018-01-01,06:00,0.3,9,12,55,,10,,
2018-01-01,07:00,0.5,4,10,61,,13,,
2018-01-01,08:00,0.4,3,7,69,,12,,
2018-01-01,09:00,0.3,6,11,69,,11,,
2018-01-01,10:00,0.5,7,13,67,,11,,
2018-01-01,11:00,0.4,6,12,69,,4,,
2018-01-01,12:00,0.5,6,11,67,,4,,
2018-01-01,13:00,0.7,14,20,63,,8,,
2018-01-01,14:00,1.0,15,19,67,,8,,
2018-01-01,15:00,0.7,17,22,64,,5,,
2018-01-01,16:00,0.9,16,24,60,,8,,
2018-01-01,17:00,0.7,18,34,50,,10,,
2018-01-01,18:00,0.9,10,28,52,,8,,
2018-01-01,19:00,,6,27,48,,11,,
2018-01-01,20:00,,6,30,43,,13,,
2018-01-01,21:00,,6,29,41,,16,,
2018-01-01,22:00,,3,16,51,,12,,
2018-01-01,23:00,,3,16,50,,9,,
2018-01-02,,,,,,8.01,,4.26,
2018-01-02,00:00,,2,12,52,,8,,
2018-01-02,01:00,,1,7,58,,5,,
2018-01-02,02:00,,1,7,60,,9,,
2018-01-02,03:00,,1,6,63,,6,,
2018-01-02,04:00,,1,6,59,,3,,
2018-01-02,05:00,,1,8,54,,3,,
2018-01-02,06:00,,12,25,39,,4,,
2018-01-02,07:00,,21,28,38,,1,,
2018-01-02,08:00,,23,29,38,,3,,
2018-01-02,09:00,,26,28,34,,6,,
2018-01-02,10:00,,24,28,32,,6,,
2018-01-02,11:00,,31,30,30,,6,,
2018-01-02,12:00,,23,32,,,7,,
2018-01-02,13:00,0.7,26,39,,,8,,
2018-01-02,14:00,0.9,33,47,,,8,,
2018-01-02,15:00,0.9,38,50,,,7,,
2018-01-02,16:00,1.1,46,56,,,10,,
2018-01-02,17:00,1.3,47,54,23,,15,,
2018-01-02,18:00,1.4,56,58,20,,19,,
2018-01-02,19:00,1.4,34,45,28,,19,,
2018-01-02,20:00,1.4,27,46,26,,16,,
2018-01-02,21:00,1.2,22,34,29,,15,,
2018-01-02,22:00,1.1,15,28,35,,11,,
2018-01-02,23:00,0.9,8,25,36,,16,,
2018-01-03,,,,,,5.59,,2.70,
2018-01-03,00:00,0.9,4,14,44,,10,,
2018-01-03,01:00,0.6,1,10,48,,5,,
2018-01-03,02:00,0.5,2,11,47,,4,,
2018-01-03,03:00,0.7,1,12,45,,5,,
2018-01-03,04:00,0.7,1,10,47,,8,,
2018-01-03,05:00,0.7,3,10,47,,12,,
2018-01-03,06:00,,4,14,45,,12,,
2018-01-03,07:00,,9,20,38,,11,,
2018-01-03,08:00,,13,25,35,,2,,
2018-01-03,09:00,,9,20,41,,6,,
2018-01-03,10:00,,10,22,40,,6,,
2018-01-03,11:00,0.6,15,30,35,,3,,
2018-01-03,12:00,0.9,21,33,38,,6,,
2018-01-03,13:00,1.0,28,39,38,,5,,
2018-01-03,14:00,1.0,23,29,59,,6,,
2018-01-03,15:00,0.7,28,34,55,,7,,
2018-01-03,16:00,0.8,30,39,52,,9,,
2018-01-03,17:00,1.3,30,39,52,,9,,
2018-01-03,18:00,0.9,21,28,59,,5,,
2018-01-03,19:00,0.9,14,19,63,,7,,
2018-01-03,20:00,0.7,11,16,65,,7,,
2018-01-03,21:00,0.6,8,12,66,,7,,
2018-01-03,22:00,0.6,8,13,65,,7,,
2018-01-03,23:00,0.6,9,14,63,,8,,
2018-01-04,,,,,,10.87,,5.02,
2018-01-04,00:00,0.6,5,10,66,,7,,
2018-01-04,01:00,0.4,2,6,67,,5,,
2018-01-04,02:00,0.4,3,6,67,,1,,
2018-01-04,03:00,0.4,1,4,69,,4,,
2018-01-04,04:00,0.4,2,5,67,,3,,
2018-01-04,05:00,0.4,2,5,67,,3,,
2018-01-04,06:00,0.4,9,12,62,,4,,
2018-01-04,07:00,0.5,22,25,55,,11,,
2018-01-04,08:00,0.7,39,39,44,,9,,
2018-01-04,09:00,0.8,31,33,49,,7,,
2018-01-04,10:00,0.7,32,34,48,,14,,
2018-01-04,11:00,0.9,31,34,49,,16,,
2018-01-04,12:00,0.8,29,33,51,,14,,
2018-01-04,13:00,0.8,31,34,50,,16,,
2018-01-04,14:00,0.9,35,39,46,,15,,
2018-01-04,15:00,0.9,45,51,38,,14,,
2018-01-04,16:00,1.3,38,57,30,,20,,
2018-01-04,17:00,1.2,33,54,28,,19,,
2018-01-04,18:00,1.5,21,52,23,,19,,
2018-01-04,19:00,1.6,14,41,29,,18,,
2018-01-04,20:00,1.4,11,32,36,,21,,
2018-01-04,21:00,1.0,6,25,39,,9,,
2018-01-04,22:00,1.1,6,22,37,,7,,
2018-01-04,23:00,0.9,5,22,35,,6,,
2018-01-05,,,,,,13.51,,5.34,
2018-01-05,00:00,0.9,6,18,42,,4,,
2018-01-05,01:00,0.6,4,15,46,,5,,
2018-01-05,02:00,0.6,2,6,62,,8,,
2018-01-05,03:00,0.4,1,6,61,,9,,
2018-01-05,04:00,0.4,2,6,68,,10,,
2018-01-05,05:00,0.4,5,10,67,,11,,
2018-01-05,06:00,0.5,17,27,52,,11,,
2018-01-05,07:00,0.8,36,48,38,,14,,
2018-01-05,08:00,1.0,33,54,33,,19,,
2018-01-05,09:00,0.8,24,46,40,,17,,
2018-01-05,10:00,1.1,32,40,48,,16,,
2018-01-05,11:00,0.8,34,37,49,,13,,
2018-01-05,12:00,2.8,39,43,44,,14,,
2018-01-05,13:00,1.0,33,37,48,,13,,
2018-01-05,14:00,0.9,34,38,49,,12,,
2018-01-05,15:00,1.1,44,47,39,,13,,
2018-01-05,16:00,1.6,51,55,36,,11,,
2018-01-05,17:00,1.4,46,66,25,,16,,
2018-01-05,18:00,2.0,34,62,22,,19,,
2018-01-05,19:00,1.7,37,61,16,,16,,
2018-01-05,20:00,1.7,34,54,29,,19,,
2018-01-05,21:00,1.5,10,29,55,,11,,
2018-01-05,22:00,0.8,5,21,62,,6,,
2018-01-05,23:00,0.7,3,18,63,,7,,
2018-01-06,,,,,,15.79,,9.75,
2018-01-06,00:00,0.8,5,26,54,,10,,
2018-01-06,01:00,0.6,2,12,63,,8,,
2018-01-06,02:00,0.6,14,43,25,,12,,
2018-01-06,03:00,1.2,7,32,29,,12,,
2018-01-06,04:00,1.0,10,29,34,,8,,
2018-01-06,05:00,0.8,4,16,48,,9,,
2018-01-06,06:00,0.8,9,28,39,,10,,
2018-01-06,07:00,0.7,13,41,27,,14,,
2018-01-06,08:00,1.2,17,48,18,,18,,
2018-01-06,09:00,1.0,13,38,18,,15,,
2018-01-06,10:00,1.4,30,47,11,,18,,
2018-01-06,11:00,2.3,29,47,17,,21,,
2018-01-06,12:00,2.0,33,48,15,,21,,
2018-01-06,13:00,2.2,23,41,26,,20,,
2018-01-06,14:00,1.8,19,46,27,,19,,
2018-01-06,15:00,1.7,12,44,27,,15,,
2018-01-06,16:00,1.3,13,45,28,,15,,
2018-01-06,17:00,1.5,26,58,9,,20,,
2018-01-06,18:00,2.1,38,60,3,,21,,
2018-01-06,19:00,2.8,60,69,3,,26,,
2018-01-06,20:00,2.9,30,62,6,,30,,
2018-01-06,21:00,2.5,51,68,3,,24,,
2018-01-06,22:00,2.9,21,50,10,,26,,
2018-01-06,23:00,1.7,12,42,12,,23,,
2018-01-07,,,,,,8.96,,7.54,
2018-01-07,00:00,2.1,18,49,6,,24,,
2018-01-07,01:00,1.7,1,15,42,,21,,
2018-01-07,02:00,,2,14,43,,16,,
2018-01-07,03:00,,2,14,40,,18,,
2018-01-07,04:00,,1,14,38,,15,,
2018-01-07,05:00,,1,13,37,,13,,
2018-01-07,06:00,,1,11,37,,12,,
2018-01-07,07:00,0.7,1,11,36,,8,,
2018-01-07,08:00,0.7,4,11,29,,7,,
2018-01-07,09:00,0.9,2,11,24,,7,,
2018-01-07,10:00,1.0,4,11,22,,2,,
2018-01-07,11:00,1.1,5,10,22,,5,,
2018-01-07,12:00,1.1,7,12,20,,3,,
2018-01-07,13:00,1.3,9,12,20,,6,,
2018-01-07,14:00,1.3,6,11,20,,8,,
2018-01-07,15:00,1.6,8,11,21,,8,,
2018-01-07,16:00,1.3,8,13,21,,7,,
2018-01-07,17:00,1.3,10,13,22,,11,,
2018-01-07,18:00,1.2,5,10,23,,13,,
2018-01-07,19:00,1.3,3,9,26,,11,,
2018-01-07,20:00,1.3,11,11,25,,15,,
2018-01-07,21:00,1.3,3,8,32,,14,,
2018-01-07,22:00,1.2,4,9,33,,15,,
2018-01-07,23:00,1.2,2,7,34,,18,,
2018-01-08,,,,,,17.93,,16.45,
2018-01-08,00:00,1.3,4,8,32,,19,,
2018-01-08,01:00,1.3,1,7,33,,18,,
2018-01-08,02:00,1.3,1,6,32,,17,,
2018-01-08,03:00,1.3,1,7,30,,16,,
2018-01-08,04:00,1.3,1,7,32,,17,,
2018-01-08,05:00,1.2,1,6,35,,16,,
2018-01-08,06:00,1.1,5,11,32,,16,,
2018-01-08,07:00,1.2,8,14,29,,18,,
2018-01-08,08:00,1.4,6,18,28,,13,,
2018-01-08,09:00,1.4,6,18,28,,16,,
2018-01-08,10:00,1.3,9,18,26,,18,,
2018-01-08,11:00,1.4,10,18,26,,20,,
2018-01-08,12:00,1.4,15,20,26,,21,,
2018-01-08,13:00,1.5,23,26,22,,22,,
2018-01-08,14:00,1.7,8,18,29,,22,,
2018-01-08,15:00,1.4,12,19,31,,18,,
2018-01-08,16:00,1.5,18,28,24,,22,,
2018-01-08,17:00,1.9,21,30,22,,26,,
2018-01-08,18:00,1.9,10,30,19,,24,,
2018-01-08,19:00,1.9,14,31,18,,24,,
2018-01-08,20:00,2.1,14,29,19,,24,,
2018-01-08,21:00,1.8,9,23,24,,24,,
2018-01-08,22:00,1.7,7,21,28,,22,,
2018-01-08,23:00,1.7,3,15,32,,20,,
2018-01-09,,,,,,18.38,,15.00,
2018-01-09,00:00,1.5,3,12,32,,22,,
2018-01-09,01:00,1.6,1,11,32,,23,,
2018-01-09,02:00,1.5,1,11,36,,21,,
2018-01-09,03:00,1.5,1,10,36,,20,,
2018-01-09,04:00,1.4,1,8,40,,21,,
2018-01-09,05:00,1.3,1,8,39,,18,,
