Datum Zeit,Klingenthal PM10
,µg/m³
31-05-16,6
30-05-16,5
29-05-16,16
28-05-16,14
27-05-16,15
26-05-16,9
25-05-16,6
24-05-16,4
23-05-16,7
22-05-16,11
21-05-16,9
20-05-16,8
19-05-16,12
18-05-16,11
17-05-16,9
16-05-16,6
15-05-16,5
14-05-16,13
13-05-16,14
12-05-16,11
11-05-16,13
10-05-16,13
09-05-16,10
08-05-16,10
07-05-16,14
06-05-16,14
05-05-16,9
04-05-16,10
03-05-16,13
02-05-16,18
01-05-16,23

