Datum Zeit,Niesky PM10
,µg/m³
31-05-16,11
30-05-16,13
29-05-16,14
28-05-16,12
27-05-16,17
26-05-16,18
25-05-16,10
24-05-16,11
23-05-16,16
22-05-16,13
21-05-16,12
20-05-16,15
19-05-16,
18-05-16,
17-05-16,7
16-05-16,4
15-05-16,4
14-05-16,10
13-05-16,
12-05-16,
11-05-16,11
10-05-16,10
09-05-16,9
08-05-16,10
07-05-16,14
06-05-16,16
05-05-16,13
04-05-16,11
03-05-16,15
02-05-16,15
01-05-16,17

