Datum Zeit,Chemnitz-Mitte PM10
,µg/m³
31-05-16,9
30-05-16,10
29-05-16,23
28-05-16,15
27-05-16,24
26-05-16,19
25-05-16,20
24-05-16,16
23-05-16,11
22-05-16,15
21-05-16,13
20-05-16,11
19-05-16,15
18-05-16,13
17-05-16,11
16-05-16,5
15-05-16,6
14-05-16,15
13-05-16,18
12-05-16,16
11-05-16,19
10-05-16,16
09-05-16,12
08-05-16,11
07-05-16,18
06-05-16,21
05-05-16,14
04-05-16,13
03-05-16,16
02-05-16,21
01-05-16,48

