Datum Zeit,Schwartenberg PM10
,µg/m³
31-05-16,6
30-05-16,10
29-05-16,22
28-05-16,12
27-05-16,15
26-05-16,16
25-05-16,8
24-05-16,2
23-05-16,10
22-05-16,17
21-05-16,10
20-05-16,8
19-05-16,15
18-05-16,10
17-05-16,8
16-05-16,5
15-05-16,4
14-05-16,12
13-05-16,15
12-05-16,15
11-05-16,16
10-05-16,16
09-05-16,11
08-05-16,10
07-05-16,16
06-05-16,14
05-05-16,12
04-05-16,4
03-05-16,12
02-05-16,14
01-05-16,19

