Datum Zeit,Dresden-Winckelmannstr. PM10
,µg/m³
31-05-16,10
30-05-16,13
29-05-16,16
28-05-16,14
27-05-16,17
26-05-16,20
25-05-16,21
24-05-16,14
23-05-16,12
22-05-16,13
21-05-16,14
20-05-16,13
19-05-16,14
18-05-16,16
17-05-16,11
16-05-16,6
15-05-16,6
14-05-16,14
13-05-16,15
12-05-16,18
11-05-16,19
10-05-16,14
09-05-16,14
08-05-16,13
07-05-16,16
06-05-16,16
05-05-16,14
04-05-16,11
03-05-16,16
02-05-16,19
01-05-16,42

