Datum Zeit,Dresden-Nord PM10
,µg/m³
31-05-16,16
30-05-16,17
29-05-16,19
28-05-16,18
27-05-16,22
26-05-16,25
25-05-16,26
24-05-16,17
23-05-16,19
22-05-16,18
21-05-16,19
20-05-16,20
19-05-16,23
18-05-16,23
17-05-16,17
16-05-16,8
15-05-16,9
14-05-16,18
13-05-16,22
12-05-16,25
11-05-16,21
10-05-16,17
09-05-16,17
08-05-16,16
07-05-16,19
06-05-16,20
05-05-16,17
04-05-16,16
03-05-16,21
02-05-16,22
01-05-16,54

