Datum Zeit,Carlsfeld PM10
,µg/m³
31-05-16,4
30-05-16,5
29-05-16,14
28-05-16,13
27-05-16,15
26-05-16,9
25-05-16,5
24-05-16,2
23-05-16,7
22-05-16,9
21-05-16,8
20-05-16,7
19-05-16,11
18-05-16,10
17-05-16,8
16-05-16,5
15-05-16,5
14-05-16,12
13-05-16,13
12-05-16,11
11-05-16,12
10-05-16,11
09-05-16,8
08-05-16,8
07-05-16,13
06-05-16,12
05-05-16,10
04-05-16,8
03-05-16,11
02-05-16,15
01-05-16,30

